cycle	numReps	meanDiscoveredMass	seDiscoveredMass	meanUndiscoveredMass	seUndiscoveredMass	meanCredible95MassDiscovered	seCredible95MassDiscovered	tau95Fraction	meanTau95	seTau95	meanMeanTrueP	seMeanTrueP	mapFirstHitCycle_rep1	mapFirstHitCycle_rep2	mapFirstHitCycle_rep3	mapFirstHitCycle_rep4	mapFirstHitCycle_rep5	mapFirstHitCycle_rep6	mapFirstHitCycle_rep7	mapFirstHitCycle_rep8	mapFirstHitCycle_rep9	mapFirstHitCycle_rep10	mapFirstHitCycle_rep11	mapFirstHitCycle_rep12	mapFirstHitCycle_rep13	mapFirstHitCycle_rep14	mapFirstHitCycle_rep15	mapFirstHitCycle_rep16	mapFirstHitCycle_rep17	mapFirstHitCycle_rep18	mapFirstHitCycle_rep19	mapFirstHitCycle_rep20	mapFirstHitCycle_rep21	mapFirstHitCycle_rep22	mapFirstHitCycle_rep23	mapFirstHitCycle_rep24	mapFirstHitCycle_rep25	mapFirstHitCycle_rep26	mapFirstHitCycle_rep27	mapFirstHitCycle_rep28	mapFirstHitCycle_rep29	mapFirstHitCycle_rep30	mapFirstHitCycle_rep31	mapFirstHitCycle_rep32	mapFirstHitCycle_rep33	mapFirstHitCycle_rep34	mapFirstHitCycle_rep35	mapFirstHitCycle_rep36	mapFirstHitCycle_rep37	mapFirstHitCycle_rep38	mapFirstHitCycle_rep39	mapFirstHitCycle_rep40	mapFirstHitCycle_rep41	mapFirstHitCycle_rep42	mapFirstHitCycle_rep43	mapFirstHitCycle_rep44	mapFirstHitCycle_rep45	mapFirstHitCycle_rep46	mapFirstHitCycle_rep47	mapFirstHitCycle_rep48	mapFirstHitCycle_rep49	mapFirstHitCycle_rep50
1	50	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	50	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	50	0.011897	0.011888	0.988103	0.011888	0.011888	0.011888	0.000000	0.000000	0.000000	0.003966	0.003963	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	50	0.031468	0.016973	0.968532	0.016973	0.031410	0.016974	0.000000	0.000000	0.000000	0.010839	0.006626	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	50	0.101922	0.028459	0.898078	0.028459	0.101653	0.028469	0.000000	0.000000	0.000000	0.027517	0.009427	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	-1	-1
6	50	0.181923	0.037289	0.818077	0.037289	0.181455	0.037251	0.000000	0.000000	0.000000	0.048071	0.011932	-1	-1	-1	-1	-1	-1	3	-1	6	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	5	-1	6	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	6	-1	-1	-1	5	5	-1	-1
7	50	0.249870	0.044584	0.750130	0.044584	0.249259	0.044560	0.000000	0.000000	0.000000	0.068362	0.014321	-1	-1	-1	7	-1	-1	3	-1	6	-1	-1	-1	-1	7	-1	-1	6	-1	6	-1	7	-1	-1	4	-1	-1	-1	-1	-1	5	-1	6	-1	-1	-1	7	5	-1	-1	-1	-1	-1	6	-1	-1	-1	5	5	-1	-1
8	50	0.300394	0.046977	0.699606	0.046977	0.299520	0.046906	0.000000	0.000000	0.000000	0.086178	0.016091	-1	-1	-1	7	-1	-1	3	-1	6	-1	-1	-1	-1	7	-1	8	6	-1	6	-1	7	-1	-1	4	-1	8	-1	-1	-1	5	-1	6	-1	-1	-1	7	5	8	-1	-1	-1	-1	6	-1	-1	-1	5	5	-1	-1
9	50	0.417601	0.051582	0.582399	0.051582	0.416615	0.051537	0.000000	0.000000	0.000000	0.105717	0.016562	-1	9	-1	7	-1	-1	3	9	6	-1	9	-1	-1	7	-1	8	6	-1	6	-1	7	-1	9	4	-1	8	-1	-1	-1	5	-1	6	9	-1	9	7	5	8	-1	-1	9	-1	6	-1	-1	-1	5	5	-1	-1
10	50	0.461162	0.053190	0.538838	0.053190	0.460024	0.053152	0.000000	0.000000	0.000000	0.122733	0.017455	-1	9	-1	7	10	-1	3	9	6	-1	9	-1	-1	7	10	8	6	-1	6	-1	7	-1	9	4	-1	8	10	-1	-1	5	-1	6	9	-1	9	7	5	8	-1	-1	9	-1	6	-1	-1	-1	5	5	-1	-1
20	50	0.686742	0.056677	0.313258	0.056677	0.685331	0.056548	0.380000	14.210526	0.707433	0.207382	0.019673	-1	9	-1	7	10	14	3	9	6	11	9	-1	-1	7	10	8	6	-1	6	14	7	11	9	4	14	8	10	13	-1	5	13	6	9	11	9	7	5	8	-1	15	9	-1	6	-1	-1	-1	5	5	-1	12
30	50	0.741709	0.056846	0.258291	0.056846	0.740089	0.056719	0.580000	18.068966	1.155338	0.242395	0.020413	-1	9	-1	7	10	14	3	9	6	11	9	-1	-1	7	10	8	6	-1	6	14	7	11	9	4	14	8	10	13	-1	5	13	6	9	11	9	7	5	8	-1	15	9	-1	6	-1	-1	-1	5	5	-1	12
40	50	0.801457	0.053716	0.198543	0.053716	0.799204	0.053563	0.740000	22.054054	1.563926	0.260846	0.020472	-1	9	-1	7	10	14	3	9	6	11	9	-1	-1	7	10	8	6	-1	6	14	7	11	9	4	14	8	10	13	34	5	13	6	9	11	9	7	5	8	38	15	9	-1	6	-1	-1	37	5	5	-1	12
50	50	0.803325	0.053824	0.196675	0.053824	0.800640	0.053643	0.760000	22.631579	1.628088	0.278039	0.020824	-1	9	-1	7	10	14	3	9	6	11	9	-1	-1	7	10	8	6	-1	6	14	7	11	9	4	14	8	10	13	34	5	13	6	9	11	9	7	5	8	38	15	9	-1	6	-1	-1	37	5	5	-1	12
