section	statistic	value
summary	numTrees	2027025
summary	numEdges	14189175
summary	meanDegree	14.0000000000
local	numLocalPeaks	53
local	posteriorMassOfLocalPeaks	0.4196284826
local	meanUphillFraction	0.4973627783
local	posteriorWeightedMeanUphillFraction	0.0550014802
local	meanBestNeighborLnLDifference	17.8787496234
local	posteriorWeightedMeanBestNeighborLnLDifference	0.3987615497
local	meanNeighborAbsLnLDifference	5.9945330525
local	posteriorWeightedMeanNeighborAbsLnLDifference	7.7770668271
basin	numPeaks	53
basin	numPeaksMassGreater01	3
basin	numPeaksMassGreater05	3
basin	largestBasinSize	648884
basin	largestBasinMass	0.8434380384
basin	basinMassEntropy	0.5425225248
basin	effectiveNumBasins	1.7203409962
basin	mapTreeHash	10036811588047716655
basin	mapPeakHash	10036811588047716655
basin	mapPeakId	0
basin	mapBasinMass	0.8434380384
basin	posteriorMassOutsideMapBasin	0.1565619616
ascent	meanAscentLength	9.5775232175
ascent	posteriorWeightedMeanAscentLength	0.6460660858
ascent	meanAscentLengthCredible95	0.7777777778
ascent	posteriorWeightedMeanAscentLengthCredible95	0.5949313365
ascent	maxAscentLength	25
credible95	credible95NumTrees	9
credible95	credible95Mass	0.9566458237
credible95	credible95NumComponents	2
credible95	credible95LargestComponentSize	7
credible95	credible95LargestComponentMass	0.8814955649
credible95	credible95MapComponentSize	7
credible95	credible95MapComponentMass	0.8814955649
barrier	basinGraphEdges	1247
barrier	meanBasinGraphDegree	47.0566037736
barrier	mapBasinGraphDegree	52
barrier	basinGraphConnected	1
barrier	minBarrierFromMap	2.2658800995
barrier	meanBarrier	42.3690487166
barrier	posteriorWeightedMeanBarrier	3.6504545773
barrier	maxBarrier	127.4649534236

# peaks
peakId	peakHash	peakTreeProbability	basinNumTrees	basinPosteriorMass
0	10036811588047716655	0.3095333477	648884	0.8434380384
1	860876305145665765	0.0720106101	46514	0.0741547264
2	12733071383974509954	0.0380730849	168298	0.0823762465
3	5552113180832563101	0.0000087950	198157	0.0000252126
4	17220593997692396363	0.0000019901	32465	0.0000042625
5	11977667856018223935	0.0000004016	116453	0.0000010588
6	1072625227153782097	0.0000000969	12556	0.0000001832
7	5611218159028451392	0.0000000772	10236	0.0000001555
8	5462485296725942931	0.0000000723	23193	0.0000001039
9	2222398063721936362	0.0000000053	20970	0.0000000083
10	7749690271951988912	0.0000000013	39649	0.0000000040
11	12381492703085286070	0.0000000000	10099	0.0000000000
12	2641543948053263711	0.0000000000	74942	0.0000000000
13	15987434915575809802	0.0000000000	43709	0.0000000000
14	6358255718776659690	0.0000000000	10545	0.0000000000
15	6195206690273133071	0.0000000000	3942	0.0000000000
16	8446310031112680844	0.0000000000	4467	0.0000000000
17	9873031539140435496	0.0000000000	33840	0.0000000000
18	13763709422196672176	0.0000000000	22454	0.0000000000
19	17965359578218694904	0.0000000000	17738	0.0000000000
20	5435679158371172819	0.0000000000	46930	0.0000000000
21	14768427494519615233	0.0000000000	56435	0.0000000000
22	3022618388336993979	0.0000000000	1814	0.0000000000
23	6443820352087301020	0.0000000000	22133	0.0000000000
24	11631265131533850668	0.0000000000	8487	0.0000000000
25	2682801455768472549	0.0000000000	4695	0.0000000000
26	10967727085068043915	0.0000000000	15297	0.0000000000
27	13538566489163057423	0.0000000000	614	0.0000000000
28	733906256873087815	0.0000000000	14663	0.0000000000
29	7301240505051149561	0.0000000000	4448	0.0000000000
30	5203471534380229361	0.0000000000	3462	0.0000000000
31	14813934179103814365	0.0000000000	7104	0.0000000000
32	10925133780581669318	0.0000000000	3899	0.0000000000
33	2076865596415246269	0.0000000000	3486	0.0000000000
