section	statistic	value
summary	numTrees	2027025
summary	numEdges	14189175
summary	meanDegree	14.0000000000
local	numLocalPeaks	25
local	posteriorMassOfLocalPeaks	0.2397206916
local	meanUphillFraction	0.4927787909
local	posteriorWeightedMeanUphillFraction	0.1060475019
local	meanBestNeighborLnLDifference	12.1039046738
local	posteriorWeightedMeanBestNeighborLnLDifference	0.8037018601
local	meanNeighborAbsLnLDifference	4.5236518345
local	posteriorWeightedMeanNeighborAbsLnLDifference	6.8370761489
basin	numPeaks	25
basin	numPeaksMassGreater01	2
basin	numPeaksMassGreater05	1
basin	largestBasinSize	644096
basin	largestBasinMass	0.9507296600
basin	basinMassEntropy	0.1969134058
basin	effectiveNumBasins	1.2176385958
basin	mapTreeHash	13871337096678400226
basin	mapPeakHash	13871337096678400226
basin	mapPeakId	0
basin	mapBasinMass	0.9507296600
basin	posteriorMassOutsideMapBasin	0.0492703400
ascent	meanAscentLength	10.1424886225
ascent	posteriorWeightedMeanAscentLength	1.3308934142
ascent	meanAscentLengthCredible95	1.7916666667
ascent	posteriorWeightedMeanAscentLengthCredible95	1.2741459274
ascent	maxAscentLength	23
credible95	credible95NumTrees	24
credible95	credible95Mass	0.9533495217
credible95	credible95NumComponents	2
credible95	credible95LargestComponentSize	21
credible95	credible95LargestComponentMass	0.9121104292
credible95	credible95MapComponentSize	21
credible95	credible95MapComponentMass	0.9121104292
barrier	basinGraphEdges	283
barrier	meanBasinGraphDegree	22.6400000000
barrier	mapBasinGraphDegree	24
barrier	basinGraphConnected	1
barrier	minBarrierFromMap	5.9146324500
barrier	meanBarrier	25.6049053711
barrier	posteriorWeightedMeanBarrier	4.7897431757
barrier	maxBarrier	74.5243381660

# peaks
peakId	peakHash	peakTreeProbability	basinNumTrees	basinPosteriorMass
0	13871337096678400226	0.2170049817	644096	0.9507296600
1	3145368506380147429	0.0226857340	369914	0.0492022011
2	4847690154216819309	0.0000251891	135074	0.0000595147
3	1794495616524050231	0.0000024088	262379	0.0000050004
4	10034525331251806011	0.0000016968	59487	0.0000020430
5	18053295813964894369	0.0000003491	132046	0.0000006703
6	6419012701990514701	0.0000003081	146151	0.0000008575
7	15741092437790820062	0.0000000154	45058	0.0000000273
8	4082691580623491599	0.0000000086	50919	0.0000000254
9	15536256549007645941	0.0000000001	17628	0.0000000001
10	165288350909462483	0.0000000000	11177	0.0000000000
11	10334602604355831122	0.0000000000	28559	0.0000000000
12	14021216200313225161	0.0000000000	18506	0.0000000000
13	3399799676176879235	0.0000000000	32174	0.0000000000
14	16631169613740335243	0.0000000000	19249	0.0000000000
15	1019447090273515639	0.0000000000	6555	0.0000000000
16	5406849495933628930	0.0000000000	6475	0.0000000000
17	4077820340331101249	0.0000000000	21935	0.0000000000
18	6387018444082811531	0.0000000000	9011	0.0000000000
19	10418242485808949898	0.0000000000	5107	0.0000000000
20	15749539636955644638	0.0000000000	1678	0.0000000000
21	6167178044607810403	0.0000000000	2019	0.0000000000
22	16544568066576985109	0.0000000000	621	0.0000000000
23	15256604489715936653	0.0000000000	454	0.0000000000
24	153035825777059933	0.0000000000	753	0.0000000000

# saddles
peakId1	peakId2	peakHash1	peakHash2	saddleTree1	saddleTree2	saddleLnL	saddleProbability	barrierFromPeak1	barrierFromPeak2
2	14	4847690154216819309	16631169613740335243	13605241818437081060	18281873317820897707	-2823.7045898438	0.0000000000	35.1148425803	16.4282593671
13	2	3399799676176879235	4847690154216819309	225780564342910477	11344542746459429824	-2823.7446289062	0.0000000000	16.7799318025	35.1548816428
17	7	4077820340331101249	15741092437790820062	6678129820935414456	14525170285719598048	-2824.0390625000	0.0000000000	12.7731260058	28.0506633800
1	19	3145368506380147429	10418242485808949898	8063363501844663003	9187534312688975733	-2824.0698242188	0.0000000000	42.2831573947	9.2383539048
8	18	4082691580623491599	6387018444082811531	6388362896415625424	8066306696206046267	-2824.2729492188	0.0000000000	27.7003880358	11.0629465012
10	4	165288350909462483	10034525331251806011	2150906252910226490	10069179940750080286	-2824.4189453125	0.0000000000	20.7944297230	33.1315159004
1	20	3145368506380147429	15749539636955644638	1009873118111913201	5436898105735208107	-2824.6616210938	0.0000000000	42.8749542697	8.7000492536
8	20	4082691580623491599	15749539636955644638	3133776144937086329	11888504009943576994	-2825.4963378906	0.0000000000	28.9237767076	9.5347660505
6	11	6419012701990514701	10334602604355831122	4368843841506251244	16427714173589494415	-2825.5598144531	0.0000000000	32.5663118156	21.4377934503
21	11	6167178044607810403	10334602604355831122	938838741939721466	2559324860900377952	-2825.7194824219	0.0000000000	6.0587105660	21.5974614190
11	5	10334602604355831122	18053295813964894369	10174550239663002436	12046767084583619958	-2825.8588867188	0.0000000000	21.7368657159	32.9903000738
6	20	6419012701990514701	15749539636955644638	384581698709729032	14608777147275162215	-2825.8649902344	0.0000000000	32.8714875968	9.9034183942
11	14	10334602604355831122	16631169613740335243	8487395757004739729	17178106312979470108	-2825.9953613281	0.0000000000	21.8733403253	18.7190308514
1	21	3145368506380147429	6167178044607810403	6227276160291785113	12266589004558524878	-2826.1828613281	0.0000000000	44.3961945040	6.5220894723
16	14	5406849495933628930	16631169613740335243	5697495323537048884	12985564720110260035	-2826.4892578125	0.0000000000	16.0838238709	19.2129273358
10	13	165288350909462483	3399799676176879235	5421549733617827709	5760807418382518726	-2826.6105957031	0.0000000000	22.9860801136	19.6458985993
12	7	14021216200313225161	15741092437790820062	5780105781247404688	9463766627463073087	-2826.7663574219	0.0000000000	22.1983176030	30.7779583018
22	14	16544568066576985109	16631169613740335243	5838160408106668376	16544568066576985109	-2827.0324707031	0.0000000000	0.5945058589	19.7561402264
6	22	6419012701990514701	16544568066576985109	3948589228106369523	16544568066576985109	-2827.1289062500	0.0000000000	34.1354036124	0.6909414058
3	21	1794495616524050231	6167178044607810403	395322848460335997	12578356615092550717	-2827.3203125000	0.0000000000	36.3832657197	7.6595406441
8	4	4082691580623491599	10034525331251806011	11569194689757461154	17616678543416893642	-2827.6757812500	0.0000000000	31.1032200670	36.3883518379
2	11	4847690154216819309	10334602604355831122	8328763267566582376	10986541259178292607	-2828.0258789062	0.0000000000	39.4361316428	23.9038579034
2	20	4847690154216819309	15749539636955644638	10706735831487937789	13841042265067091450	-2828.3344726562	0.0000000000	39.7447253928	12.3729008161
18	6	6387018444082811531	6419012701990514701	9363935234202416462	15774582253756612250	-2828.4233398438	0.0000000000	15.2133371262	35.4298372062
8	12	4082691580623491599	14021216200313225161	14556170516644729160	17772453044007335025	-2828.4318847656	0.0000000000	31.8593235826	23.8638449468
8	9	4082691580623491599	15536256549007645941	14699703983653767767	15595387458843848176	-2828.4914550781	0.0000000000	31.9188938951	27.0481773221
2	19	4847690154216819309	10418242485808949898	13621092722647289846	14093601334747725003	-2828.5830078125	0.0000000000	39.9932605490	13.7515374985
22	5	16544568066576985109	18053295813964894369	15794575595239511914	16544568066576985109	-2828.6909179688	0.0000000000	2.2529531245	35.8223313238
8	7	4082691580623491599	15741092437790820062	2443839834251534263	12594222227450102563	-2828.7038574219	0.0000000000	32.1312962389	32.7154583018
21	14	6167178044607810403	16631169613740335243	28309842352662817	14726053953667098332	-2828.7973632812	0.0000000000	9.1365914254	21.5210328046
3	22	1794495616524050231	16544568066576985109	1801660902881181085	14688230728101812936	-2828.8786621094	0.0000000000	37.9416153291	2.4406972652
4	11	10034525331251806011	10334602604355831122	3571001393001443251	7190771935589247687	-2828.9018554688	0.0000000000	37.6144260566	24.7798344659
13	22	3399799676176879235	16544568066576985109	5359127274591844931	12224336566307613495	-2829.0080566406	0.0000000000	22.0433595368	2.5700917964
0	22	13871337096678400226	16544568066576985109	1801660902881181085	4219275460625970662	-2829.2353515625	0.0000000000	49.7068687781	2.7973867183
12	23	14021216200313225161	15256604489715936653	15013747924918273483	15256604489715936653	-2829.2885742188	0.0000000000	24.7205343999	0.0717391061
0	23	13871337096678400226	15256604489715936653	15256604489715936653	17702161548584672982	-2829.4077148438	0.0000000000	49.8792320594	0.1908797311
1	18	3145368506380147429	6387018444082811531	635270603659799933	6313082588767549043	-2829.6250000000	0.0000000000	47.8383331759	16.4149972825
1	23	3145368506380147429	15256604489715936653	7265530959113171663	15256604489715936653	-2830.0405273438	0.0000000000	48.2538605197	0.8236922311
4	19	10034525331251806011	10418242485808949898	2400928652547253511	4518343820047414682	-2830.0883789062	0.0000000000	38.8009494941	15.2569085923
21	7	6167178044607810403	15741092437790820062	9625354988321611523	13981062587544793530	-2830.2875976562	0.0000000000	10.6268258004	34.2991985362
10	7	165288350909462483	15741092437790820062	8794024667095519848	10672983094068777237	-2830.7500000000	0.0000000000	27.1254844105	34.7616008800
10	5	165288350909462483	18053295813964894369	10132229048286304025	14624215481313420149	-2830.9526367188	0.0000000000	27.3281211292	38.0840500738
4	9	10034525331251806011	15536256549007645941	13140845945561238498	17906956312683266773	-2831.0292968750	0.0000000000	39.7418674629	29.5860191189
10	2	165288350909462483	4847690154216819309	5474348551226789522	8532005983697411342	-2831.4387207031	0.0000000000	27.8142051136	42.8489734396
15	11	1019447090273515639	10334602604355831122	2720150542044081686	10887929057780695375	-2831.6347656250	0.0000000000	23.1250858865	27.5127446222
15	3	1019447090273515639	1794495616524050231	8974627477227699890	10591894943771062011	-2831.9909667969	0.0000000000	23.4812870584	41.0539200166
10	8	165288350909462483	4082691580623491599	7255752885778458774	11076539462320153107	-2832.0712890625	0.0000000000	28.4467734730	35.4987278795
21	22	6167178044607810403	16544568066576985109	826621986043479390	7244400126514551010	-2832.1230468750	0.0000000000	12.4622750191	5.6850820308
19	5	10418242485808949898	18053295813964894369	10174183022078807157	14388726079754302140	-2832.2019042969	0.0000000000	17.3704339829	39.3333176519
17	14	4077820340331101249	16631169613740335243	11500942557392151952	16847480202460196383	-2832.6730957031	0.0000000000	21.4071592090	25.3967652264
15	5	1019447090273515639	18053295813964894369	1457341291563211025	7991471319238349801	-2832.9238281250	0.0000000000	24.4141483865	40.0552414800
15	4	1019447090273515639	10034525331251806011	4895374231008435765	12318519539141146669	-2833.1223144531	0.0000000000	24.6126347146	41.8348850410
11	9	10334602604355831122	15536256549007645941	4685200796913009934	13351217086711196231	-2833.3298339844	0.0000000000	29.2078129815	31.8865562283
15	12	1019447090273515639	14021216200313225161	7404940225512099084	13314664150971373436	-2833.6799316406	0.0000000000	25.1702519021	29.1118918218
3	17	1794495616524050231	4077820340331101249	11779684446177191705	13008141165398765421	-2833.9536132812	0.0000000000	43.0165665010	22.6876767871
10	23	165288350909462483	15256604489715936653	13734742891606260757	15256604489715936653	-2834.4453125000	0.0000000000	30.8207969105	5.2284773873
11	23	10334602604355831122	15256604489715936653	15476501666749828684	15884420682150760071	-2834.7998046875	0.0000000000	30.6777836847	5.5829695748
18	0	6387018444082811531	13871337096678400226	5262774876391006897	12186995972528487821	-2834.8859863281	0.0000000000	21.6759836106	55.3575035438
16	22	5406849495933628930	16544568066576985109	5237360190725525910	8831090877483098971	-2834.9074707031	0.0000000000	24.5020367616	8.4695058589
18	22	6387018444082811531	16544568066576985109	12917148776843906495	16603316476514064683	-2835.0642089844	0.0000000000	21.8542062668	8.6262441402
13	12	3399799676176879235	14021216200313225161	9904953635505050128	17561365770007140062	-2835.7680664062	0.0000000000	28.8033693025	31.2000265874
21	12	6167178044607810403	14021216200313225161	3060981336229750121	7547445026700052950	-2836.1052246094	0.0000000000	16.4444527535	31.5371847905
15	21	1019447090273515639	6167178044607810403	2906812631628224117	6346239971833758481	-2836.3564453125	0.0000000000	27.8467655740	16.6956734566
8	23	4082691580623491599	15256604489715936653	15476501666749828684	17387427431703767425	-2836.3977050781	0.0000000000	39.8251438951	7.1808699654
10	15	165288350909462483	1019447090273515639	5799729402355432339	7404940225512099084	-2836.8676757812	0.0000000000	33.2431601917	28.3579960428
2	12	4847690154216819309	14021216200313225161	1912373935922292044	14017178420766411579	-2837.2250976562	0.0000000000	48.6353503928	32.6570578374
17	8	4077820340331101249	4082691580623491599	4271868272581586087	8404103451269576638	-2837.5458984375	0.0000000000	26.2799619433	40.9733372545
17	18	4077820340331101249	6387018444082811531	8404103451269576638	14352167239320447246	-2837.5458984375	0.0000000000	26.2799619433	24.3358957200
4	23	10034525331251806011	15256604489715936653	13380598386070482318	17163349578191888124	-2837.5986328125	0.0000000000	46.3112034004	8.3817976998
21	9	6167178044607810403	15536256549007645941	4499563774061784880	7862149430559140494	-2837.9389648438	0.0000000000	18.2781929879	36.4956870877
19	7	10418242485808949898	15741092437790820062	4765555446767498306	11893599441418203125	-2838.4572753906	0.0000000000	23.6258050767	42.4688762706
10	22	165288350909462483	16544568066576985109	17091336516777601483	17844372718638988994	-2838.5686035156	0.0000000000	34.9440879261	12.1306386714
21	0	6167178044607810403	13871337096678400226	11068810417761178660	17862975978541477575	-2838.7446289062	0.0000000000	19.0838570504	59.2161461219
8	22	4082691580623491599	16544568066576985109	3495658418087278556	8974635981948677251	-2839.1784667969	0.0000000000	42.6059056139	12.7405019527
11	22	10334602604355831122	16544568066576985109	1542916824003082425	16910802706845775899	-2839.8039550781	0.0000000000	35.6819340753	13.3659902339
17	12	4077820340331101249	14021216200313225161	8502689022517344976	13722722927395254820	-2840.8117675781	0.0000000000	29.5458310840	36.2437277593
18	4	6387018444082811531	10034525331251806011	12355754978141845069	14539776233499565590	-2840.8781738281	0.0000000000	27.6681711106	49.5907444160
19	9	10418242485808949898	15536256549007645941	8542827129609432627	9819862508885367850	-2841.2199707031	0.0000000000	26.3885003892	39.7766929471
2	23	4847690154216819309	15256604489715936653	3067154661733458841	5887342114957163354	-2841.2280273438	0.0000000000	52.6382800803	12.0111922311
9	22	15536256549007645941	16544568066576985109	5564811481921994215	17253494148228085005	-2841.9716796875	0.0000000000	40.5284019314	15.5337148433
16	11	5406849495933628930	10334602604355831122	39826438073293964	14556327062524206565	-2842.0141601562	0.0000000000	31.6087262147	37.8921391534
13	16	3399799676176879235	5406849495933628930	3202247077130482196	15793342351607367235	-2842.1110839844	0.0000000000	35.1463868806	31.7056500428
20	5	15749539636955644638	18053295813964894369	1582273684803833171	2997989095722238092	-2842.2238769531	0.0000000000	26.2623051130	49.3552903082
3	23	1794495616524050231	15256604489715936653	522995698310672078	11818361360962185904	-2842.7241210938	0.0000000000	51.7870743135	13.5072859811
2	21	4847690154216819309	6167178044607810403	7304259436843471765	12974555380261706934	-2842.8002929688	0.0000000000	54.2105457053	23.1395211129
16	19	5406849495933628930	10418242485808949898	2251549663843413709	8574648277461920245	-2842.9582519531	0.0000000000	32.5528180116	28.1267816392
13	17	3399799676176879235	4077820340331101249	1420951482165213665	17775685984811141132	-2843.0241699219	0.0000000000	36.0594728181	31.7582334277
16	9	5406849495933628930	15536256549007645941	1078968350126852892	2322226365777773363	-2843.1779785156	0.0000000000	32.7725445741	41.7347007596
2	16	4847690154216819309	5406849495933628930	1395070019424899748	3264027518676220564	-2843.4560546875	0.0000000000	54.8663074240	33.0506207459
21	4	6167178044607810403	10034525331251806011	8668464047550351690	15160268371045448061	-2844.4787597656	0.0000000000	24.8179879098	53.1913303535
24	5	153035825777059933	18053295813964894369	153035825777059933	11033104916955073037	-2844.7746582031	0.0000000000	0.1405403766	51.9060715582
8	21	4082691580623491599	6167178044607810403	7431098338807433803	18376567928332871806	-2844.9365234375	0.0000000000	48.3639622545	25.2757515816
24	0	153035825777059933	13871337096678400226	153035825777059933	3308439644433017586	-2845.4045410156	0.0000000000	0.7704231891	65.8760582313
15	9	1019447090273515639	15536256549007645941	2073147557085274681	9638994554441742578	-2845.8708496094	0.0000000000	37.3611698709	44.4275718533
0	20	13871337096678400226	15749539636955644638	2626789600059454688	16138943844858196985	-2845.8840332031	0.0000000000	66.3555504188	29.9224613630
16	18	5406849495933628930	6387018444082811531	7737279070968623785	15359125837416185177	-2845.9829101562	0.0000000000	35.5774762147	32.7729074387
20	14	15749539636955644638	16631169613740335243	7784213284861625955	17055573288018796066	-2845.9860839844	0.0000000000	30.0245121442	38.7097535077
1	22	3145368506380147429	16544568066576985109	425465565760088141	17940895358663879960	-2846.0839843750	0.0000000000	64.2973175509	19.6460195308
9	20	15536256549007645941	15749539636955644638	1582273684803833171	5019766372430069942	-2846.3669433594	0.0000000000	44.9236656033	30.4053715192
17	9	4077820340331101249	15536256549007645941	1856051450071701641	6853078270201474288	-2846.4216308594	0.0000000000	35.1556943652	44.9783531033
15	22	1019447090273515639	16544568066576985109	1585936092189556017	2741087438746551963	-2846.4528808594	0.0000000000	37.9432011209	20.0149160152
2	22	4847690154216819309	16544568066576985109	1585936092189556017	12227939703023261927	-2846.4819335938	0.0000000000	57.8921863303	20.0439687495
24	3	153035825777059933	1794495616524050231	376866338377264793	11749454750483108733	-2846.8020019531	0.0000000000	2.1678841266	55.8649551728
21	18	6167178044607810403	6387018444082811531	8603341381369820902	13327530477767286172	-2846.8703613281	0.0000000000	27.2095894723	33.6603586106
15	14	1019447090273515639	16631169613740335243	607095342497578868	1748425484387993631	-2846.8750000000	0.0000000000	38.3653202615	39.5986695233
18	14	6387018444082811531	16631169613740335243	7086024013358685617	7784213284861625955	-2846.9970703125	0.0000000000	33.7870675950	39.7207398358
13	23	3399799676176879235	15256604489715936653	13043233013785069715	15487872265371214091	-2847.4853515625	0.0000000000	40.5206544587	18.2685164498
16	21	5406849495933628930	6167178044607810403	6779049743681150048	9410289885378684096	-2847.4960937500	0.0000000000	37.0906598084	27.8353218941
24	1	153035825777059933	3145368506380147429	8707556303668896193	11256991179591328431	-2847.6628417969	0.0000000000	3.0287239703	65.8761749728
15	7	1019447090273515639	15741092437790820062	4159743492253800198	7682971608092652852	-2847.8872070312	0.0000000000	39.3775272928	51.8988079112
24	2	153035825777059933	4847690154216819309	12702360940934903045	16568482507724361513	-2848.8557128906	0.0000000000	4.2215950641	60.2659656271
9	14	15536256549007645941	16631169613740335243	7569698587652380119	10180856690816009000	-2849.1428222656	0.0000000000	47.6995445096	41.8664917889
3	19	1794495616524050231	10418242485808949898	6439874693330812532	14355619268861607348	-2849.1560058594	0.0000000000	58.2189590791	34.3245355454
18	12	6387018444082811531	14021216200313225161	6481738295904309093	13373118224700459762	-2849.2485351562	0.0000000000	36.0385324387	44.6804953374
10	9	165288350909462483	15536256549007645941	9933758499183531290	17551026844777819244	-2849.5588378906	0.0000000000	45.9343223011	48.1155601346
10	18	165288350909462483	6387018444082811531	2487964567267814022	5392180715292575902	-2849.6721191406	0.0000000000	46.0476035511	36.4621164231
4	22	10034525331251806011	16544568066576985109	2885370604680194875	16797769267802666339	-2849.8747558594	0.0000000000	58.5873264473	23.4367910152
15	6	1019447090273515639	6419012701990514701	11977168788024487363	15493061503732079059	-2849.9733886719	0.0000000000	41.4637089334	56.9798860343
10	21	165288350909462483	6167178044607810403	3615404087423141325	15118076969221415693	-2849.9936523438	0.0000000000	46.3691367542	30.3328804879
24	9	153035825777059933	15536256549007645941	12702360940934903045	13304337278263199238	-2850.0976562500	0.0000000000	5.4635384234	48.6543784939
15	18	1019447090273515639	6387018444082811531	3951922676023884123	10373953152820487392	-2850.8703613281	0.0000000000	42.3606815896	37.6603586106
23	5	15256604489715936653	18053295813964894369	6891789116095250326	11603643420293808567	-2851.4316406250	0.0000000000	22.2148055123	58.5630539800
24	6	153035825777059933	6419012701990514701	8470868603685676323	16477423025572429353	-2851.9208984375	0.0000000000	7.2867806109	58.9273957999
8	16	4082691580623491599	5406849495933628930	562658529898581380	9748000935333430953	-2852.2294921875	0.0000000000	55.6569310045	41.8240582459
12	22	14021216200313225161	16544568066576985109	6121702903027636625	9608402646010156118	-2852.3242187500	0.0000000000	47.7561789312	25.8862539058
24	4	153035825777059933	10034525331251806011	9395455353890818846	17271771490142984337	-2852.7368164062	0.0000000000	8.1026985797	61.4493869941
6	23	6419012701990514701	15256604489715936653	3524353125957452411	5930809563347383352	-2852.9362792969	0.0000000000	59.9427766593	23.7194441842
21	20	6167178044607810403	15749539636955644638	6547454899324610264	12130617289603828884	-2853.5820312500	0.0000000000	33.9212593941	37.6204594098
13	19	3399799676176879235	10418242485808949898	5825688407046455219	18274182462121149112	-2854.6567382812	0.0000000000	47.6920411775	39.8252679673
16	23	5406849495933628930	15256604489715936653	11101301246050939690	18217955699495297588	-2855.4863281250	0.0000000000	45.0808941834	26.2694930123
17	11	4077820340331101249	10334602604355831122	9638863378495994520	11040280962626216045	-2855.5412597656	0.0000000000	44.2753232715	51.4192387628
15	17	1019447090273515639	4077820340331101249	4217960191023284328	8215692435780019994	-2856.1198730469	0.0000000000	47.6101933084	44.8539365527
23	9	15256604489715936653	15536256549007645941	775716569102864244	2076532142396240679	-2856.1298828125	0.0000000000	26.9130476998	54.6866050564
10	20	165288350909462483	15749539636955644638	2536162303742363004	9799582073633104055	-2856.5971679688	0.0000000000	52.9726523792	40.6355961286
16	20	5406849495933628930	15749539636955644638	855888699481346558	9868796426440570101	-2857.1750488281	0.0000000000	46.7696148866	41.2134769880
7	22	15741092437790820062	16544568066576985109	7143973857715903290	17691601770741154374	-2857.2355957031	0.0000000000	61.2471965831	30.7976308589
24	12	153035825777059933	14021216200313225161	9369175833155955793	14390557236168581077	-2858.0585937500	0.0000000000	13.4244759234	53.4905539312
18	23	6387018444082811531	15256604489715936653	3519387837515936368	6428908111883356504	-2858.0722656250	0.0000000000	44.8622629075	28.8554305123
17	22	4077820340331101249	16544568066576985109	7244444479625654473	14420193973271126810	-2858.7150878906	0.0000000000	47.4491513965	32.2771230464
8	19	4082691580623491599	10418242485808949898	11616493992745183342	13055345512469443420	-2858.8364257812	0.0000000000	62.2638645983	44.0049554673
12	9	14021216200313225161	15536256549007645941	3997891410174861905	18430480331259289803	-2859.0800781250	0.0000000000	54.5120383062	57.6368003689
17	21	4077820340331101249	6167178044607810403	1361904079518094440	6784140780908389552	-2859.9750976562	0.0000000000	48.7091611621	40.3143258004
18	19	6387018444082811531	10418242485808949898	2691605007317149389	3724823102816769235	-2861.2009277344	0.0000000000	47.9909250168	46.3694574204
10	16	165288350909462483	5406849495933628930	3362447619589476437	11509248767625768109	-2861.7133789062	0.0000000000	58.0888633167	51.3079449647
24	13	153035825777059933	3399799676176879235	225576560969926028	8426902582280077474	-2861.9812011719	0.0000000000	17.3470833453	55.0165040681
15	23	1019447090273515639	15256604489715936653	11742634482306621626	17310293027179261397	-2862.6479492188	0.0000000000	54.1382694803	33.4311141061
24	11	153035825777059933	10334602604355831122	8225929614666403175	8405972108586830218	-2864.2536621094	0.0000000000	19.6195442828	60.1316411065
24	8	153035825777059933	4082691580623491599	9498931505297023890	11249516593992557606	-2864.8300781250	0.0000000000	20.1959602984	68.2575169420
10	17	165288350909462483	4077820340331101249	8233803893145640134	8447989402641011700	-2864.8691406250	0.0000000000	61.2446250355	53.6032041308
11	19	10334602604355831122	10418242485808949898	8237368662038896710	10514535353696841235	-2865.0383300781	0.0000000000	60.9163090753	50.2068597642
19	12	10418242485808949898	14021216200313225161	11932400041106560752	17627636176780922546	-2865.5600585938	0.0000000000	50.7285882798	60.9920187749
4	20	10034525331251806011	15749539636955644638	10785541245721306061	18052753323868617807	-2865.8117675781	0.0000000000	74.5243381660	49.8501957380
24	22	153035825777059933	16544568066576985109	1685289660705191734	16735156425107534500	-2866.8879394531	0.0000000000	22.2538216266	40.4499746089
15	20	1019447090273515639	15749539636955644638	7387578108276397538	9237826132471807155	-2867.3320312500	0.0000000000	58.8223515115	51.3704594098
15	19	1019447090273515639	10418242485808949898	1698116109315906632	6579280372113509888	-2867.5544433594	0.0000000000	59.0447636209	52.7229730454
24	7	153035825777059933	15741092437790820062	6895523381081904480	15357175990116094077	-2867.7331542969	0.0000000000	23.0990364703	71.7447551768
19	14	10418242485808949898	16631169613740335243	7822009559073566969	15410852681307174364	-2868.1538085938	0.0000000000	53.3223382798	60.8774781171
24	10	153035825777059933	165288350909462483	4478189364204089493	11519473586249882284	-2868.4570312500	0.0000000000	23.8229134234	64.8325156605
10	19	165288350909462483	10418242485808949898	5937027942023811120	11710914203539504778	-2868.9841308594	0.0000000000	65.3596152699	54.1526605454
24	17	153035825777059933	4077820340331101249	7985347244315650373	17192741187990780148	-2869.2458496094	0.0000000000	24.6117317828	57.9799131152
21	19	6167178044607810403	10418242485808949898	8402469872132294794	9205851984043927475	-2871.1647949219	0.0000000000	51.5040230660	56.3333246079
17	23	4077820340331101249	15256604489715936653	3975275526083664062	17557162083168535833	-2871.4074707031	0.0000000000	60.1415342090	42.1906355904
19	23	10418242485808949898	15256604489715936653	6845310676971410673	13539888711773733878	-2872.4506835938	0.0000000000	57.6192132798	43.2338484811
24	14	153035825777059933	16631169613740335243	3752790074975813688	11760280857443041827	-2874.1884765625	0.0000000000	29.5543587359	66.9121460858
24	16	153035825777059933	5406849495933628930	6100903422085351825	12279728112515394638	-2879.5632324219	0.0000000000	34.9291145953	69.1577984803
