alignment	analysis	power	num_reps	num_found	fraction_found	fraction_se	mean_first_hit	mean_first_hit_se	censored_mean_first_hit	censored_mean_first_hit_se
combined	NNI	0.0	1100	1059	0.9627272727272728	0.005711509199882774	7971.255901794146	1444.2706922546251	44946.87272727273	5836.59210456808
combined	NNI2	0.0	1100	1066	0.9690909090909091	0.005218299880600651	4227.275797373359	1595.6741254488727	35005.70545454545	5423.709524488058
combined	TBR	0.0	1100	1100	1.0	0.0	313.47636363636366	11.972286510633959	313.47636363636366	11.972286510633959
combined	mc3_NNI	0.0	1100	1082	0.9836363636363636	0.0038252590843443693	664.2597042513863	498.0866904394744	17017.026363636363	3855.7106265574953
combined	rTBR	0.0	1100	1100	1.0	0.0	311.93	14.31865274284749	311.93	14.31865274284749
combined	NNI	0.02	1100	1061	0.9645454545454546	0.005575720145999649	7295.484448633365	1415.9150444864604	42491.37181818182	5703.480217383735
combined	NNI2	0.02	1100	1070	0.9727272727272728	0.004910927112973741	1341.4046728971962	527.1969647869063	28577.548181818183	4933.2959539237345
combined	TBR	0.02	1100	1100	1.0	0.0	137.24818181818182	6.331513868626589	137.24818181818182	6.331513868626589
combined	mc3_NNI	0.02	1100	1082	0.9836363636363636	0.0038252590843443693	1014.2911275415896	820.2761572621084	17361.33	3907.330136192291
combined	rTBR	0.02	1100	1100	1.0	0.0	158.02727272727273	10.753707399412377	158.02727272727273	10.753707399412377
combined	NNI	0.05	1100	1063	0.9663636363636363	0.005435987714689944	6818.650987770461	1169.5013344708004	40225.66	5518.342723057624
combined	NNI2	0.05	1100	1071	0.9736363636363636	0.004830640371752187	1509.0709617180205	755.2494259959766	27832.922727272726	4881.2487153641805
combined	TBR	0.05	1100	1100	1.0	0.0	75.30454545454545	4.647965423381314	75.30454545454545	4.647965423381314
combined	mc3_NNI	0.05	1100	1092	0.9927272727272727	0.0025619301514046445	1169.35347985348	707.551934594176	8433.576363636364	2654.7079546220048
combined	rTBR	0.05	1100	1100	1.0	0.0	88.47818181818182	6.651678330648048	88.47818181818182	6.651678330648048
combined	NNI	0.1	1100	1059	0.9627272727272728	0.005711509199882774	4431.859301227573	679.6880291375817	41539.39909090909	5726.291669241022
combined	NNI2	0.1	1100	1071	0.9736363636363636	0.004830640371752187	2223.749766573296	1005.5848183521371	28528.76	4920.4796383243365
combined	TBR	0.1	1100	1100	1.0	0.0	42.38545454545454	2.8362113991608933	42.38545454545454	2.8362113991608933
combined	mc3_NNI	0.1	1100	1089	0.99	0.0030000000000000014	476.3168044077135	360.3273486059741	10471.553636363637	3021.069462799858
combined	rTBR	0.1	1100	1100	1.0	0.0	55.85363636363636	3.095486406879042	55.85363636363636	3.095486406879042
combined	NNI	0.2	1100	1018	0.9254545454545454	0.00791939103214762	7686.690569744597	1507.6396600784992	81659.13727272727	7984.927673218574
combined	NNI2	0.2	1100	1051	0.9554545454545454	0.006220286241936971	4882.321598477641	1573.7258492837943	49210.29090909091	6372.654186676623
combined	TBR	0.2	1100	1100	1.0	0.0	21.68090909090909	1.1957776513586804	21.68090909090909	1.1957776513586804
combined	mc3_NNI	0.2	1100	1071	0.9736363636363636	0.004830640371752187	5210.377217553688	1757.4507923278964	31436.64909090909	5103.079040556987
combined	rTBR	0.2	1100	1100	1.0	0.0	43.39454545454546	2.647922842904907	43.39454545454546	2.647922842904907
combined	NNI	0.3	1100	933	0.8481818181818181	0.010819570714371054	37380.31725616292	4017.0356195177797	183523.48727272727	10962.692815186481
combined	NNI2	0.3	1100	1012	0.92	0.00817979773032872	10883.228260869566	2439.931498308834	90012.57	8399.919722901523
combined	TBR	0.3	1100	1100	1.0	0.0	14.978181818181818	0.8664610775320599	14.978181818181818	0.8664610775320599
combined	mc3_NNI	0.3	1100	1015	0.9227272727272727	0.008051067286253644	10326.15960591133	2025.1175925805283	86800.95636363636	8187.6250981295425
combined	rTBR	0.3	1100	1100	1.0	0.0	40.32636363636364	2.165503430688895	40.32636363636364	2.165503430688895
combined	NNI	0.4	1100	697	0.6336363636363637	0.014527132054884236	58592.86944045911	5973.096970841487	403490.2090909091	14195.725866348193
combined	NNI2	0.4	1100	853	0.7754545454545455	0.012581544687229558	15004.313012895662	2684.3035182348112	236180.61727272728	12571.879617689267
combined	TBR	0.4	1100	1100	1.0	0.0	14.671818181818182	1.0909840114759173	14.671818181818182	1.0909840114759173
combined	mc3_NNI	0.4	1100	891	0.81	0.011828317332109876	44332.757575757576	4541.565028293138	225909.53363636363	11892.221472925134
combined	rTBR	0.4	1100	1100	1.0	0.0	37.626363636363635	1.6348663610243261	37.626363636363635	1.6348663610243261
combined	NNI	0.5	1100	504	0.4581818181818182	0.0150227475900389	51049.2003968254	6484.921170514398	565207.9972727273	14568.222173489155
combined	NNI2	0.5	1100	704	0.64	0.014472544539732653	30473.352272727272	4310.711203234082	379502.94545454544	14306.293019155773
combined	TBR	0.5	1100	1100	1.0	0.0	196.48090909090908	167.09600734589614	196.48090909090908	167.09600734589614
combined	mc3_NNI	0.5	1100	631	0.5736363636363636	0.014911182074671746	42511.36608557845	5158.910890807595	450749.70181818184	14586.917991283739
combined	rTBR	0.5	1100	1100	1.0	0.0	36.847272727272724	1.8005712142745336	36.847272727272724	1.8005712142745336
