alignment	analysis	power	num_reps	num_found	fraction_found	fraction_se	mean_first_hit	mean_first_hit_se	censored_mean_first_hit	censored_mean_first_hit_se
vert.nd4.tw5	NNI	0.0	50	50	1.0	0.0	445.56	64.40268824405722	445.56	64.40268824405722
vert.nd4.tw5	NNI2	0.0	50	50	1.0	0.0	244.62	21.33943154761884	244.62	21.33943154761884
vert.nd4.tw5	TBR	0.0	50	50	1.0	0.0	340.02	35.01607199500229	340.02	35.01607199500229
vert.nd4.tw5	mc3_NNI	0.0	50	50	1.0	0.0	88.26	10.533089164482508	88.26	10.533089164482508
vert.nd4.tw5	rTBR	0.0	50	50	1.0	0.0	312.76	28.94694034094175	312.76	28.94694034094175
vert.nd4.tw5	NNI	0.02	50	50	1.0	0.0	290.1	75.68573720541097	290.1	75.68573720541097
vert.nd4.tw5	NNI2	0.02	50	50	1.0	0.0	121.44	10.89336663913842	121.44	10.89336663913842
vert.nd4.tw5	TBR	0.02	50	50	1.0	0.0	125.72	19.183369498243067	125.72	19.183369498243067
vert.nd4.tw5	mc3_NNI	0.02	50	50	1.0	0.0	55.94	4.5516904238190135	55.94	4.5516904238190135
vert.nd4.tw5	rTBR	0.02	50	50	1.0	0.0	130.96	15.636351158471095	130.96	15.636351158471095
vert.nd4.tw5	NNI	0.05	50	50	1.0	0.0	194.44	31.32295448311063	194.44	31.32295448311063
vert.nd4.tw5	NNI2	0.05	50	50	1.0	0.0	52.92	5.187649383145412	52.92	5.187649383145412
vert.nd4.tw5	TBR	0.05	50	50	1.0	0.0	52.48	7.282141420864428	52.48	7.282141420864428
vert.nd4.tw5	mc3_NNI	0.05	50	50	1.0	0.0	33.36	3.113598875767987	33.36	3.113598875767987
vert.nd4.tw5	rTBR	0.05	50	50	1.0	0.0	58.6	5.8092115450816735	58.6	5.8092115450816735
vert.nd4.tw5	NNI	0.1	50	50	1.0	0.0	168.18	44.589691221910314	168.18	44.589691221910314
vert.nd4.tw5	NNI2	0.1	50	50	1.0	0.0	18.0	1.2493263490900255	18.0	1.2493263490900255
vert.nd4.tw5	TBR	0.1	50	50	1.0	0.0	28.52	3.8034613666168533	28.52	3.8034613666168533
vert.nd4.tw5	mc3_NNI	0.1	50	50	1.0	0.0	28.12	3.147352629024681	28.12	3.147352629024681
vert.nd4.tw5	rTBR	0.1	50	50	1.0	0.0	38.88	3.5027266347163066	38.88	3.5027266347163066
vert.nd4.tw5	NNI	0.2	50	50	1.0	0.0	110.54	22.170125329886098	110.54	22.170125329886098
vert.nd4.tw5	NNI2	0.2	50	50	1.0	0.0	9.28	0.5525746786726696	9.28	0.5525746786726696
vert.nd4.tw5	TBR	0.2	50	50	1.0	0.0	14.32	1.675377508479318	14.32	1.675377508479318
vert.nd4.tw5	mc3_NNI	0.2	50	50	1.0	0.0	19.02	1.843795995621367	19.02	1.843795995621367
vert.nd4.tw5	rTBR	0.2	50	50	1.0	0.0	30.3	3.515127657565169	30.3	3.515127657565169
vert.nd4.tw5	NNI	0.3	50	50	1.0	0.0	292.94	117.166514719132	292.94	117.166514719132
vert.nd4.tw5	NNI2	0.3	50	50	1.0	0.0	33.9	10.030412936338632	33.9	10.030412936338632
vert.nd4.tw5	TBR	0.3	50	50	1.0	0.0	10.18	0.7962616737362314	10.18	0.7962616737362314
vert.nd4.tw5	mc3_NNI	0.3	50	50	1.0	0.0	40.2	7.603006923955435	40.2	7.603006923955435
vert.nd4.tw5	rTBR	0.3	50	50	1.0	0.0	35.22	3.0585163803680357	35.22	3.0585163803680357
vert.nd4.tw5	NNI	0.4	50	50	1.0	0.0	5072.6	3229.007468405796	5072.6	3229.007468405796
vert.nd4.tw5	NNI2	0.4	50	50	1.0	0.0	112.58	88.33394932913184	112.58	88.33394932913184
vert.nd4.tw5	TBR	0.4	50	50	1.0	0.0	7.44	0.73354604212576	7.44	0.73354604212576
vert.nd4.tw5	mc3_NNI	0.4	50	50	1.0	0.0	307.26	66.80072595230611	307.26	66.80072595230611
vert.nd4.tw5	rTBR	0.4	50	50	1.0	0.0	30.76	2.5215091043391666	30.76	2.5215091043391666
vert.nd4.tw5	NNI	0.5	50	47	0.94	0.03358571124749334	51150.765957446805	16813.34770838363	108081.72	35857.20441573589
vert.nd4.tw5	NNI2	0.5	50	48	0.96	0.02771281292110205	42938.5	22723.973958474464	81220.96	34544.30517692753
vert.nd4.tw5	TBR	0.5	50	50	1.0	0.0	9.66	1.1799723275897411	9.66	1.1799723275897411
vert.nd4.tw5	mc3_NNI	0.5	50	50	1.0	0.0	8295.64	2058.8901685944043	8295.64	2058.8901685944043
vert.nd4.tw5	rTBR	0.5	50	50	1.0	0.0	30.2	1.9411757430243461	30.2	1.9411757430243461
