cycle	numReps	meanDiscoveredMass	seDiscoveredMass	meanUndiscoveredMass	seUndiscoveredMass	meanCredible95MassDiscovered	seCredible95MassDiscovered	tau95Fraction	meanTau95	seTau95	meanMeanTrueP	seMeanTrueP	mapFirstHitCycle_rep1	mapFirstHitCycle_rep2	mapFirstHitCycle_rep3	mapFirstHitCycle_rep4	mapFirstHitCycle_rep5	mapFirstHitCycle_rep6	mapFirstHitCycle_rep7	mapFirstHitCycle_rep8	mapFirstHitCycle_rep9	mapFirstHitCycle_rep10	mapFirstHitCycle_rep11	mapFirstHitCycle_rep12	mapFirstHitCycle_rep13	mapFirstHitCycle_rep14	mapFirstHitCycle_rep15	mapFirstHitCycle_rep16	mapFirstHitCycle_rep17	mapFirstHitCycle_rep18	mapFirstHitCycle_rep19	mapFirstHitCycle_rep20	mapFirstHitCycle_rep21	mapFirstHitCycle_rep22	mapFirstHitCycle_rep23	mapFirstHitCycle_rep24	mapFirstHitCycle_rep25	mapFirstHitCycle_rep26	mapFirstHitCycle_rep27	mapFirstHitCycle_rep28	mapFirstHitCycle_rep29	mapFirstHitCycle_rep30	mapFirstHitCycle_rep31	mapFirstHitCycle_rep32	mapFirstHitCycle_rep33	mapFirstHitCycle_rep34	mapFirstHitCycle_rep35	mapFirstHitCycle_rep36	mapFirstHitCycle_rep37	mapFirstHitCycle_rep38	mapFirstHitCycle_rep39	mapFirstHitCycle_rep40	mapFirstHitCycle_rep41	mapFirstHitCycle_rep42	mapFirstHitCycle_rep43	mapFirstHitCycle_rep44	mapFirstHitCycle_rep45	mapFirstHitCycle_rep46	mapFirstHitCycle_rep47	mapFirstHitCycle_rep48	mapFirstHitCycle_rep49	mapFirstHitCycle_rep50	alignment	twist	method	power	dataset	source_file	baseTau95	speedupTau95
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	36.88	2.749492	0.455258	6e-05	19	28	10	24	13	26	60	10	29	44	16	28	13	22	27	22	62	44	17	35	58	23	17	27	8	12	9	22	17	19	6	19	81	12	23	67	14	14	6	56	16	20	18	33	14	29	10	11	4	11	vert.nd1	tw0	NNI2	0.05	vert.nd1.tw0	vert.nd1.tw0.conv_NNI2_0.050000.tsv	106.96	2.900216919739696
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	17.48	1.30907	0.455265	3.3e-05	23	8	16	25	11	7	20	12	10	9	7	22	10	8	8	7	9	9	10	7	11	40	11	27	14	9	38	21	19	7	13	5	14	52	3	19	9	9	14	15	10	14	7	5	14	6	9	7	7	7	vert.nd1	tw0	NNI2	0.1	vert.nd1.tw0	vert.nd1.tw0.conv_NNI2_0.100000.tsv	106.96	6.118993135011441
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	44.0	30.618122	0.455272	2.7e-05	6	17	12	5	11	5	6	6	11	7	5	9	8	6	5	8	4	8	12	10	1537	7	9	4	11	6	5	7	6	6	10	12	9	78	6	7	14	6	11	6	17	8	5	18	15	8	2	12	113	8	vert.nd1	tw0	NNI2	0.2	vert.nd1.tw0	vert.nd1.tw0.conv_NNI2_0.200000.tsv	106.96	2.4309090909090907
1000000	50	0.879999	0.046423	0.120001	0.046423	0.838175	0.044217	0.88	9323.272727	8343.365906	0.3969	0.021203	30	5	5	366560	-1	-1	16	6959	7	6	11	7	6	-1	-1	16	9	7	8	4	-1	5	7	9	12	6	10	16	96	7	9	15	4	8	7	5	5	11	5	5	2943	11	6	-1	7	4	6	8	31	33256	vert.nd1	tw0	NNI2	0.3	vert.nd1.tw0	vert.nd1.tw0.conv_NNI2_0.300000.tsv	106.96	0.011472366317274631
1000000	50	0.7	0.065465	0.3	0.065465	0.66673	0.062354	0.7	10492.285714	7061.83569	0.315366	0.029579	6	255	27	2383	7	42282	-1	16	9	-1	-1	5	-1	1041	7	7	26689	-1	7	-1	10	-1	81	24	8	7	2775	4	-1	6	11	-1	244050	9	4	26090	71	-1	-1	205	21010	6	4	72	-1	7	-1	6	-1	-1	vert.nd1	tw0	NNI2	0.4	vert.nd1.tw0	vert.nd1.tw0.conv_NNI2_0.400000.tsv	106.96	0.010194156251128562
1000000	50	0.36	0.068571	0.64	0.068571	0.34289	0.065312	0.36	56384.222222	31404.204393	0.154671	0.029891	-1	-1	-1	1251	7	-1	-1	-1	227196	-1	14196	4	4	5522	5	-1	-1	5	-1	5	3551	-1	79990	-1	4	-1	-1	-1	-1	-1	-1	8570	528528	4	-1	-1	-1	146054	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	vert.nd1	tw0	NNI2	0.5	vert.nd1.tw0	vert.nd1.tw0.conv_NNI2_0.500000.tsv	106.96	0.0018969845780415207
1000000	50	0.999984	6e-06	1.6e-05	6e-06	0.952471	0.0	1.0	237.2	13.882334	0.455375	0.000127	283	179	303	235	185	78	181	130	200	311	146	110	148	172	587	153	73	112	146	199	149	341	161	146	279	231	43	138	58	120	108	117	112	77	240	134	92	237	165	163	321	185	240	211	111	297	316	106	105	107	vert.nd1	tw0	TBR	0.0	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.000000.tsv	106.96	0.4509274873524452
1000000	50	0.999997	1e-06	3e-06	1e-06	0.952471	0.0	1.0	69.76	4.992857	0.455248	6.7e-05	57	24	33	109	39	30	102	68	67	83	22	42	57	25	26	126	27	81	7	33	59	75	53	49	53	106	36	23	37	14	21	29	32	50	50	25	80	30	80	22	65	114	87	42	55	41	96	109	63	34	vert.nd1	tw0	TBR	0.02	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.020000.tsv	106.96	1.5332568807339448
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	34.96	2.349809	0.455327	4.7e-05	20	41	20	44	30	15	29	53	11	32	15	45	48	36	23	14	19	63	18	9	39	45	30	54	7	21	30	12	16	33	19	23	29	8	28	15	23	20	6	46	14	18	22	33	9	55	5	41	44	15	vert.nd1	tw0	TBR	0.05	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.050000.tsv	106.96	3.0594965675057204
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	23.68	2.662581	0.455224	3.6e-05	14	21	13	31	9	14	8	9	7	9	9	20	17	15	10	11	20	11	13	21	3	9	7	30	17	22	11	4	14	19	11	15	8	12	29	8	13	20	7	13	5	17	8	17	4	10	30	8	30	11	vert.nd1	tw0	TBR	0.1	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.100000.tsv	106.96	4.516891891891892
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	12.44	0.957957	0.455293	2.8e-05	6	5	11	4	13	3	4	7	7	13	5	7	12	17	10	6	7	4	19	6	9	10	8	10	18	6	15	6	5	10	5	5	5	5	4	3	7	9	5	4	6	5	24	8	7	3	4	4	4	5	vert.nd1	tw0	TBR	0.2	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.200000.tsv	106.96	8.59807073954984
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	12.38	0.971802	0.455296	2.6e-05	5	27	29	3	5	4	5	10	6	5	18	8	22	13	11	3	6	5	7	8	7	3	5	7	2	6	4	3	15	9	9	4	9	4	7	9	5	4	13	6	7	7	8	6	8	4	7	6	4	14	vert.nd1	tw0	TBR	0.3	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.300000.tsv	106.96	8.63974151857835
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	10.3	0.784675	0.455281	2.3e-05	4	5	5	5	13	6	12	4	6	9	10	6	12	5	5	4	6	6	10	5	6	5	4	12	4	5	4	5	7	4	4	4	4	7	8	6	6	9	6	9	5	5	5	5	3	7	6	24	5	8	vert.nd1	tw0	TBR	0.4	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.400000.tsv	106.96	10.384466019417474
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	10.62	0.889802	0.45528	2.4e-05	6	4	7	4	4	8	5	6	5	8	9	10	3	17	3	8	3	6	4	6	5	10	5	7	7	5	3	6	6	13	8	4	7	5	11	13	6	3	5	6	19	4	18	4	4	7	4	4	12	4	vert.nd1	tw0	TBR	0.5	vert.nd1.tw0	vert.nd1.tw0.conv_TBR_0.500000.tsv	106.96	10.07156308851224
1000000	50	0.999973	7e-06	2.7e-05	7e-06	0.952471	0.0	1.0	245.62	15.220874	0.454463	0.000152	195	152	122	258	56	263	211	219	135	161	86	148	215	60	164	160	178	143	144	381	105	279	173	147	255	167	199	335	266	204	137	155	104	158	255	118	113	120	152	63	195	173	173	453	255	213	205	106	57	54	vert.nd1	tw0	rTBR	0.0	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.000000.tsv	106.96	0.4354694243139809
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	98.74	7.383977	0.454685	9.5e-05	49	38	87	26	132	93	48	51	66	30	59	50	66	46	115	78	82	71	40	119	88	49	42	202	23	65	84	71	95	67	103	77	62	57	66	162	60	183	70	160	38	20	88	158	70	47	44	115	11	63	vert.nd1	tw0	rTBR	0.02	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.020000.tsv	106.96	1.0832489366011748
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	53.52	5.002631	0.454708	6.1e-05	21	20	17	102	27	51	91	24	23	13	59	39	17	15	33	30	49	11	41	41	19	38	26	51	40	55	21	34	28	12	39	76	161	20	27	47	63	14	9	14	10	20	68	41	41	19	15	9	21	22	vert.nd1	tw0	rTBR	0.05	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.050000.tsv	106.96	1.998505231689088
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	35.96	3.037314	0.454672	5.1e-05	13	14	21	46	10	34	9	11	47	19	16	13	20	36	15	13	17	8	33	26	32	23	10	38	9	16	12	19	39	39	12	58	20	11	16	22	14	18	77	82	20	22	44	27	30	25	11	12	9	14	vert.nd1	tw0	rTBR	0.1	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.100000.tsv	106.96	2.9744160177975525
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	29.84	2.31893	0.454647	4.6e-05	30	63	16	5	21	12	20	16	34	15	18	14	25	21	16	25	17	20	17	16	15	17	9	14	22	15	28	17	27	22	7	16	12	15	27	16	45	27	31	14	17	40	15	11	20	20	16	13	14	13	vert.nd1	tw0	rTBR	0.2	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.200000.tsv	106.96	3.584450402144772
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	26.28	1.828357	0.454732	4.1e-05	6	6	69	9	24	56	22	24	19	11	28	19	31	31	50	36	14	13	18	10	8	15	23	21	28	13	12	22	19	9	50	16	12	22	21	9	23	19	11	41	14	15	13	12	45	16	16	5	37	18	vert.nd1	tw0	rTBR	0.3	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.300000.tsv	106.96	4.070015220700152
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	28.84	1.551657	0.454713	4.8e-05	47	45	26	12	43	39	12	20	25	17	15	34	44	15	31	32	22	13	21	25	12	34	17	19	18	17	11	11	51	8	39	18	19	20	16	16	11	25	34	14	18	17	11	11	11	22	22	31	44	4	vert.nd1	tw0	rTBR	0.4	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.400000.tsv	106.96	3.7087378640776696
1000000	50	0.999999	0.0	1e-06	0.0	0.952471	0.0	1.0	33.24	2.023245	0.454665	4e-05	9	49	9	22	19	52	14	25	16	10	12	16	53	41	19	8	39	23	23	17	30	27	51	13	26	25	19	60	40	27	28	23	30	9	16	18	45	23	26	25	20	26	11	18	14	40	33	19	37	26	vert.nd1	tw0	rTBR	0.5	vert.nd1.tw0	vert.nd1.tw0.conv_rTBR_0.500000.tsv	106.96	3.217809867629362
1000000	50	0.99998	1e-06	2e-05	1e-06	0.951616	0.0	1.0	671.5	129.033086	0.622633	0.000707	49	148	41	102	53	152	90	93	238	155	101	99	63	112	84	121	139	53	95	228	71	140	604	36	396	280	703	212	128	275	90	226	90	326	39	59	339	1832	72	316	93	566	77	271	111	136	48	57	83	1434	vert.nd1	tw5	MC3_NNI	0.0	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.000000.tsv	108729.96	161.92101265822785
1000000	50	0.99998	1e-06	2e-05	1e-06	0.951616	0.0	1.0	610.92	138.74168	0.622441	0.000505	228	719	84	149	142	157	615	83	735	64	33	88	24	130	43	191	83	58	54	97	52	130	77	52	139	121	24	68	43	92	70	237	52	94	64	40	38	145	2233	45	215	69	63	164	35	31	141	152	280	96	vert.nd1	tw5	MC3_NNI	0.02	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.020000.tsv	108729.96	177.97741111765865
1000000	50	0.999982	1e-06	1.8e-05	1e-06	0.951616	0.0	1.0	419.36	117.164133	0.62293	0.000475	22	72	124	33	39	66	25	128	153	104	52	44	33	236	111	31	45	22	63	53	27	48	18	364	46	32	37	201	133	215	163	79	113	38	46	38	70	36	108	80	117	55	121	95	28	113	33	88	27	40	vert.nd1	tw5	MC3_NNI	0.05	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.050000.tsv	108729.96	259.27594429607024
1000000	50	0.999983	1e-06	1.7e-05	1e-06	0.951616	0.0	1.0	333.6	181.390891	0.623123	0.0004	23	90	36	45	33	32	30	28	38	58	49	27	38	38	47	80	20	110	22	29	48	53	74	48	34	34	12	33	36	52	48	35	14	25	35	32	106	22	38	87	59	20	11	48	16	10	39	414	33	18	vert.nd1	tw5	MC3_NNI	0.1	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.100000.tsv	108729.96	325.92913669064745
1000000	50	0.999985	0.0	1.5e-05	0.0	0.951616	0.0	1.0	191.88	38.110191	0.623324	0.000288	27	75	56	51	100	10	35	38	19	44	10	11	22	19	15	26	351	44	11	138	17	16	16	12	108	29	30	36	14	10	67	12	20	26	9	22	26	37	32	39	8	17	17	17	43	14	48	19	328	14	vert.nd1	tw5	MC3_NNI	0.2	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.200000.tsv	108729.96	566.6560350218888
1000000	50	0.999985	0.0	1.5e-05	0.0	0.951616	0.0	1.0	229.26	45.189947	0.623186	0.000273	96	62	33	28	27	29	14	6	29	16	58	23	39	56	28	58	6	78	63	11	44	288	15	11	10	83	28	15	61	64	28	166	24	59	72	83	9	11	52	63	53	13	41	11	78	8	18	61	87	15	vert.nd1	tw5	MC3_NNI	0.3	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.300000.tsv	108729.96	474.26485213294956
1000000	50	0.999986	1e-06	1.4e-05	1e-06	0.951616	0.0	1.0	910.78	214.177467	0.623252	0.000293	44	111	272	60	60	14	33	38	111	92	71	291	971	148	1217	47	27	14	68	18	1401	66	96	18	10	264	37	25	74	257	27	86	11	60	231	137	380	221	102	108	334	575	424	124	21	317	732	10	1263	613	vert.nd1	tw5	MC3_NNI	0.4	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.400000.tsv	108729.96	119.38114583104593
1000000	50	0.999985	1e-06	1.5e-05	1e-06	0.951616	0.0	1.0	4775.52	976.41254	0.621732	0.00047	6038	140	235	432	1082	395	1411	268	1307	447	169	3044	106	3154	1811	2269	1089	255	114	303	1076	1696	868	73	925	23437	746	1285	1234	6697	865	940	3898	300	80	4904	1320	2805	277	1588	276	14	1377	59	493	10	1193	191	404	366	vert.nd1	tw5	MC3_NNI	0.5	vert.nd1.tw5	vert.nd1.tw5.conv_mc3_NNI_0.500000.tsv	108729.96	22.76819278319429
1000000	50	0.999665	4.3e-05	0.000335	4.3e-05	0.951616	0.0	1.0	108729.96	23247.985172	0.621538	0.003608	17679	1153	7037	509	10483	347	14995	3668	1086	310	93	229	13912	140	224	368	8393	210	42812	3657	413	41210	132	76	30094	36	4363	2927	423	111	535	9063	16753	14644	25420	449	2019	17610	8715	66	72	36	15704	676	68	8650	9511	80	113	10967	vert.nd1	tw5	NNI	0.0	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.000000.tsv	108729.96	1.0
1000000	50	0.999721	4.3e-05	0.000279	4.3e-05	0.951616	0.0	1.0	54264.3	11224.056823	0.618094	0.003152	2652	268	3797	12375	39	174	133	4849	3390	130	17527	1218	2880	95	107	105	163	25422	113	1775	77	14150	387	31952	50	17441	15815	14346	47	81	1839	166	167	14526	34	23	47	16310	19721	21420	45	17937	5543	5270	237	118	96	121	212	240	vert.nd1	tw5	NNI	0.02	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.020000.tsv	108729.96	2.0037107269420225
1000000	50	0.999851	2.8e-05	0.000149	2.8e-05	0.951616	0.0	1.0	26489.54	4920.998838	0.624348	0.001921	8241	2941	70	2761	14906	49	93	1442	106	107	1812	42	177	70	2521	1115	23	3739	4825	1261	130	905	61	3689	261	3725	292	1193	2115	1233	3077	35	3701	53	685	3682	643	17384	4437	5409	50	197	28	3706	26	667	5622	68	109	28	vert.nd1	tw5	NNI	0.05	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.050000.tsv	108729.96	4.104637528624506
1000000	50	0.999914	2.1e-05	8.6e-05	2.1e-05	0.951616	0.0	1.0	23757.54	4996.448837	0.619467	0.00208	11	2867	2717	15	2637	4701	27	101	2217	10109	34	183	22	28	4243	291	757	14151	5409	1772	74	1854	134	108	17	8101	1103	2518	57	2219	6015	24	10700	73	292	23	603	17	42	2393	9	203	4750	74	4224	106	54	33	1284	68	vert.nd1	tw5	NNI	0.1	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.100000.tsv	108729.96	4.576650612815974
1000000	50	0.99996	1e-05	4e-05	1e-05	0.951616	0.0	1.0	18928.92	3191.106347	0.622639	0.001601	139	2306	19	1237	982	104	17	2205	11	8351	44	21	35	857	1202	553	383	113	53	130	1428	3145	29	18	1865	23	11	2869	2467	47	1360	2480	49	13	124	125	31	17	16	30	6	15	1209	25	301	241	5230	12	3379	28	vert.nd1	tw5	NNI	0.2	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.200000.tsv	108729.96	5.744118523402287
1000000	50	0.99995	1.4e-05	5e-05	1.4e-05	0.951616	0.0	1.0	14198.48	2783.389642	0.619826	0.001548	11	5100	2580	36	4352	11	9	12	18	705	2221	483	751	3842	3464	67	2537	358	3244	4193	1227	37	1424	175	112	457	235	2065	145	1825	26	246	13	47	1801	16	661	60	2027	11	261	104	3254	156	476	142	766	20	211	620	vert.nd1	tw5	NNI	0.3	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.300000.tsv	108729.96	7.657859151120403
1000000	50	0.999949	1.1e-05	5.1e-05	1.1e-05	0.951616	0.0	1.0	20034.5	3705.970707	0.619369	0.001906	80	29	313	481	846	287	63	582	543	195	3185	183	847	2571	1073	52	798	3400	423	4422	1364	819	23	22645	451	14402	102	6410	1450	175	1065	49	6	99	197	95	1842	3948	23	917	1657	75	5278	37	64	14	327	4247	4114	1880	vert.nd1	tw5	NNI	0.4	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.400000.tsv	108729.96	5.427136190072126
1000000	50	0.999924	1.4e-05	7.6e-05	1.4e-05	0.951616	0.0	1.0	20657.82	3434.329542	0.621443	0.002166	310	4649	19207	3320	4177	10972	72113	4962	5122	7105	974	2886	1589	596	1078	3567	944	1357	1055	14058	6238	410	2025	6041	648	900	3970	1440	6846	10121	10	1883	10083	8383	425	1237	2005	1258	1163	100344	9522	1488	1762	1380	153	1332	1976	4089	206	1002	vert.nd1	tw5	NNI	0.5	vert.nd1.tw5	vert.nd1.tw5.conv_NNI_0.500000.tsv	108729.96	5.263380163056896
1000000	50	0.999837	1.2e-05	0.000163	1.2e-05	0.951616	0.0	1.0	29207.06	5809.386435	0.623274	0.002106	263	12801	373	124	377	111	3611	2952	4891	1652	230	1530	1938	11725	95	2319	5039	294	407	1494	163	2394	4907	429	193	178	349	85	108	634	539	6312	285	349	2141	159	920	400	44	138	522	159	1428	675	7303	481	324	4836	194	1118	vert.nd1	tw5	NNI2	0.0	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.000000.tsv	108729.96	3.722728682722602
1000000	50	0.999897	4e-06	0.000103	4e-06	0.951616	0.0	1.0	11037.66	2241.17558	0.620439	0.001636	140	19	218	111	3738	151	2542	242	89	4056	65	91	196	4190	1667	1823	1360	188	215	266	242	1661	234	112	106	526	1382	2164	1417	1097	5003	1678	108	7056	84	163	6842	85	1470	3464	185	373	7867	179	353	163	140	3152	137	1728	vert.nd1	tw5	NNI2	0.02	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.020000.tsv	108729.96	9.850816205608798
1000000	50	0.999932	3e-06	6.8e-05	3e-06	0.951616	0.0	1.0	7890.78	1909.062843	0.621096	0.001114	635	38	245	46	29	122	3227	116	1638	1813	50	377	1039	2015	44	40	9	70	218	825	224	58	627	103	30	62	1155	195	4106	92	86	105	121	34	245	517	139	19	41	336	99	708	41	655	217	42	13	30	847	101	vert.nd1	tw5	NNI2	0.05	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.050000.tsv	108729.96	13.77936781915096
1000000	50	0.999963	2e-06	3.7e-05	2e-06	0.951616	0.0	1.0	2910.78	567.08105	0.622368	0.000773	25	462	61	46	35	391	1035	761	3	678	6	52	11	160	57	2336	836	39	21	356	23	95	21	263	517	9	604	253	41	42	16	598	75	69	23	58	454	14	210	1582	23	70	25	42	166	889	18	604	56	1067	vert.nd1	tw5	NNI2	0.1	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.100000.tsv	108729.96	37.3542349473337
1000000	50	0.999978	1e-06	2.2e-05	1e-06	0.951616	0.0	1.0	1320.6	241.862531	0.623527	0.000455	31	15	14	12	9	12	15	9	413	4	25	205	19	325	18	26	112	59	119	19	46	11	541	9	5	24	233	10	306	111	44	36	11	116	583	4	93	961	4	6	119	17	304	12	684	24	30	276	28	13	vert.nd1	tw5	NNI2	0.2	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.200000.tsv	108729.96	82.33375738300774
1000000	50	0.999977	1e-06	2.3e-05	1e-06	0.951616	0.0	1.0	1166.36	247.160427	0.622634	0.000465	15	13	47	25	23	13	74	6	124	14	157	14	16	26	42	59	129	301	18	9	15	220	254	173	19	6	8	9	171	6	30	5	268	21	52	23	21	30	7	9	422	15	17	12	12	73	6	23	9	109	vert.nd1	tw5	NNI2	0.3	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.300000.tsv	108729.96	93.2216125381529
1000000	50	0.999971	2e-06	2.9e-05	2e-06	0.951616	0.0	1.0	1551.14	286.695209	0.623384	0.000408	9	151	536	6	226	53	43	198	8	271	50	14	850	3	8	24	6	70	5	49	87	217	108	239	297	34	201	585	10	22	14	39	11	26	205	328	224	10	344	3	91	5	509	1867	44	5	44	195	43	68	vert.nd1	tw5	NNI2	0.4	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.400000.tsv	108729.96	70.09680621994146
1000000	50	0.999965	2e-06	3.5e-05	2e-06	0.951616	0.0	1.0	1741.28	345.71396	0.622949	0.000462	742	20	94	16	213	315	4116	270	44	2233	2641	22	12	563	14695	857	3507	525	126	72	864	1575	252	1643	22	3	168	5	696	209	1203	57	78	387	282	95	3578	33	153	45	34	5	3708	3518	113	181	1111	156	477	130	vert.nd1	tw5	NNI2	0.5	vert.nd1.tw5	vert.nd1.tw5.conv_NNI2_0.500000.tsv	108729.96	62.44254801065883
1000000	50	0.999799	1.5e-05	0.000201	1.5e-05	0.951616	0.0	1.0	5785.16	793.486717	0.621164	0.000958	261	1450	351	534	999	469	108	558	382	290	109	263	90	78	802	146	338	963	784	428	218	219	567	254	1008	1048	170	306	727	2022	409	142	197	535	282	246	272	1309	1036	1773	378	1630	201	329	369	433	343	1086	1101	657	vert.nd1	tw5	TBR	0.0	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.000000.tsv	108729.96	18.79463316485629
1000000	50	0.999897	5e-06	0.000103	5e-06	0.951616	0.0	1.0	2214.96	335.004272	0.622302	0.000562	261	579	232	114	335	151	58	448	737	155	377	225	544	198	256	103	330	59	187	32	240	191	680	591	1411	351	98	113	21	158	436	687	49	41	132	361	261	92	175	177	46	252	169	409	243	742	19	208	63	63	vert.nd1	tw5	TBR	0.02	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.020000.tsv	108729.96	49.08890454003684
1000000	50	0.99993	4e-06	7e-05	4e-06	0.951616	0.0	1.0	2060.72	361.695067	0.623213	0.000517	174	370	40	266	57	24	45	104	63	41	110	293	154	38	207	71	135	26	74	37	28	100	145	67	117	250	141	71	58	156	84	282	22	24	119	15	350	46	225	71	46	34	16	47	65	84	79	33	55	101	vert.nd1	tw5	TBR	0.05	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.050000.tsv	108729.96	52.76309251135526
1000000	50	0.999958	2e-06	4.2e-05	2e-06	0.951616	0.0	1.0	927.5	122.877305	0.623	0.000349	89	51	18	18	37	8	20	23	8	24	18	90	174	85	95	71	71	42	38	59	80	57	218	108	27	326	80	21	42	103	68	50	22	104	88	35	7	11	70	24	135	29	45	35	17	37	60	23	126	28	vert.nd1	tw5	TBR	0.1	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.100000.tsv	108729.96	117.22906738544475
1000000	50	0.999974	1e-06	2.6e-05	1e-06	0.951616	0.0	1.0	340.64	57.861339	0.623395	0.000264	21	10	40	16	13	6	26	10	14	3	42	43	83	51	44	82	77	92	13	6	18	6	39	8	25	39	8	75	40	53	8	6	108	31	67	33	17	62	6	4	4	26	26	22	3	44	27	117	148	38	vert.nd1	tw5	TBR	0.2	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.200000.tsv	108729.96	319.19316580554255
1000000	50	0.999978	1e-06	2.2e-05	1e-06	0.951616	0.0	1.0	316.04	63.430103	0.623181	0.000214	147	10	5	6	123	33	16	13	10	5	12	29	99	31	14	11	25	35	22	32	20	11	49	4	8	13	121	33	5	57	7	48	4	3	34	7	12	12	7	6	4	7	35	26	32	11	6	6	7	16	vert.nd1	tw5	TBR	0.3	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.300000.tsv	108729.96	344.0386027085179
1000000	50	0.999973	1e-06	2.7e-05	1e-06	0.951616	0.0	1.0	336.36	60.458221	0.623595	0.000189	62	5	13	11	6	54	169	16	13	6	38	26	12	47	15	4	34	4	188	6	5	58	17	19	22	10	126	6	11	25	6	14	38	28	11	4	6	43	5	115	69	6	11	46	7	6	8	12	2	5	vert.nd1	tw5	TBR	0.4	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.400000.tsv	108729.96	323.2547270781306
1000000	50	0.999974	1e-06	2.6e-05	1e-06	0.951616	0.0	1.0	312.28	51.073033	0.623149	0.000175	6	32	5	8	4	16	3	4	139	7	126	15	18	82	10	4	8	8	5	4	30	15	25	176	318	79	282	6	3	69	27	4	3	67	69	4	5	64	6	16	6	27	13	80	3	7	12	13	6	23	vert.nd1	tw5	TBR	0.5	vert.nd1.tw5	vert.nd1.tw5.conv_TBR_0.500000.tsv	108729.96	348.1809914179583
