cycle	numReps	meanDiscoveredMass	seDiscoveredMass	meanUndiscoveredMass	seUndiscoveredMass	meanCredible95MassDiscovered	seCredible95MassDiscovered	tau95Fraction	meanTau95	seTau95	meanMeanTrueP	seMeanTrueP	mapFirstHitCycle_rep1	mapFirstHitCycle_rep2	mapFirstHitCycle_rep3	mapFirstHitCycle_rep4	mapFirstHitCycle_rep5	mapFirstHitCycle_rep6	mapFirstHitCycle_rep7	mapFirstHitCycle_rep8	mapFirstHitCycle_rep9	mapFirstHitCycle_rep10	mapFirstHitCycle_rep11	mapFirstHitCycle_rep12	mapFirstHitCycle_rep13	mapFirstHitCycle_rep14	mapFirstHitCycle_rep15	mapFirstHitCycle_rep16	mapFirstHitCycle_rep17	mapFirstHitCycle_rep18	mapFirstHitCycle_rep19	mapFirstHitCycle_rep20	mapFirstHitCycle_rep21	mapFirstHitCycle_rep22	mapFirstHitCycle_rep23	mapFirstHitCycle_rep24	mapFirstHitCycle_rep25	mapFirstHitCycle_rep26	mapFirstHitCycle_rep27	mapFirstHitCycle_rep28	mapFirstHitCycle_rep29	mapFirstHitCycle_rep30	mapFirstHitCycle_rep31	mapFirstHitCycle_rep32	mapFirstHitCycle_rep33	mapFirstHitCycle_rep34	mapFirstHitCycle_rep35	mapFirstHitCycle_rep36	mapFirstHitCycle_rep37	mapFirstHitCycle_rep38	mapFirstHitCycle_rep39	mapFirstHitCycle_rep40	mapFirstHitCycle_rep41	mapFirstHitCycle_rep42	mapFirstHitCycle_rep43	mapFirstHitCycle_rep44	mapFirstHitCycle_rep45	mapFirstHitCycle_rep46	mapFirstHitCycle_rep47	mapFirstHitCycle_rep48	mapFirstHitCycle_rep49	mapFirstHitCycle_rep50	alignment	twist	method	power	dataset	source_file	baseTau95	speedupTau95
1000000	50	0.999982	1e-06	1.8e-05	1e-06	0.950427	0.0	1.0	42.46	5.731632	0.904307	0.000151	102	5	199	28	11	28	103	13	26	190	88	18	69	43	14	16	10	21	18	12	28	117	29	45	32	11	46	28	16	26	18	47	49	69	16	28	32	20	27	24	60	68	33	20	31	68	41	12	33	35	vert.coi	tw5	NNI2	0.1	vert.coi.tw5	vert.coi.tw5.conv_NNI2_0.100000.tsv	37995.88	894.8629298162977
1000000	50	0.999991	1e-06	9e-06	1e-06	0.950427	0.0	1.0	15.56	1.233598	0.904456	7.3e-05	8	21	10	13	18	15	17	32	8	34	9	11	26	16	12	23	47	10	16	17	13	8	11	6	23	9	11	22	14	10	18	14	12	5	23	10	16	39	8	24	8	13	9	11	21	22	11	6	8	10	vert.coi	tw5	NNI2	0.2	vert.coi.tw5	vert.coi.tw5.conv_NNI2_0.200000.tsv	37995.88	2441.8946015424162
1000000	50	0.999993	0.0	7e-06	0.0	0.950427	0.0	1.0	10.8	0.957036	0.90444	4.5e-05	7	11	9	8	6	5	15	8	9	12	25	6	21	9	12	23	5	11	13	6	12	22	13	7	7	10	13	6	9	5	9	43	9	9	7	17	6	11	8	5	9	5	18	5	13	12	10	7	4	8	vert.coi	tw5	NNI2	0.3	vert.coi.tw5	vert.coi.tw5.conv_NNI2_0.300000.tsv	37995.88	3518.1370370370364
1000000	50	0.999994	0.0	6e-06	0.0	0.950427	0.0	1.0	16.04	4.218323	0.904435	4.5e-05	5	5	57	211	18	10	10	10	20	12	21	5	6	14	6	6	9	5	6	13	8	5	12	8	16	5	8	13	7	7	11	17	10	5	15	17	32	24	3	11	5	7	6	7	7	6	36	5	7	33	vert.coi	tw5	NNI2	0.4	vert.coi.tw5	vert.coi.tw5.conv_NNI2_0.400000.tsv	37995.88	2368.8204488778056
1000000	50	0.999993	0.0	7e-06	0.0	0.950427	0.0	1.0	170.32	62.509614	0.904315	6.4e-05	11	22	11	14	13	62	108	15	35	72	9	12	159	20	11	35	11	15	55	1761	2452	26	8	49	6	25	738	12	6	14	6	7	253	486	18	4	12	22	19	71	623	9	11	9	11	603	6	12	496	51	vert.coi	tw5	NNI2	0.5	vert.coi.tw5	vert.coi.tw5.conv_NNI2_0.500000.tsv	37995.88	223.08525129168623
1000000	50	0.9999	1.4e-05	0.0001	1.4e-05	0.950427	0.0	1.0	310.38	26.926141	0.903873	0.000399	348	330	169	332	135	407	350	269	517	89	372	150	216	110	283	244	316	330	95	339	861	88	542	137	398	312	391	110	179	353	139	178	229	262	232	395	238	310	675	285	334	154	950	498	104	760	275	385	99	245	vert.coi	tw5	TBR	0.0	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.000000.tsv	37995.88	122.41729492879695
1000000	50	0.999938	4e-06	6.2e-05	4e-06	0.950427	0.0	1.0	161.44	17.500068	0.904418	0.000237	174	45	16	76	25	158	79	44	563	110	97	115	119	160	367	184	97	100	96	75	176	128	195	73	33	291	53	277	211	77	79	223	122	323	96	543	178	264	66	300	42	157	100	86	446	108	184	261	69	211	vert.coi	tw5	TBR	0.02	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.020000.tsv	37995.88	235.35604558969274
1000000	50	0.999968	2e-06	3.2e-05	2e-06	0.950427	0.0	1.0	61.66	5.693147	0.904359	0.000161	34	54	38	11	30	34	95	10	54	59	41	88	202	68	54	38	41	29	44	28	39	35	39	40	58	47	27	53	184	79	46	51	83	157	137	15	86	34	67	58	68	56	68	54	53	82	63	141	67	44	vert.coi	tw5	TBR	0.05	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.050000.tsv	37995.88	616.216023353876
1000000	50	0.999981	1e-06	1.9e-05	1e-06	0.950427	0.0	1.0	29.82	3.308948	0.904446	0.000129	4	11	65	51	23	37	17	91	31	17	27	20	9	116	71	6	22	93	24	16	10	35	15	46	27	12	5	22	16	19	20	36	30	20	50	19	6	18	13	14	18	27	32	18	40	32	36	53	36	15	vert.coi	tw5	TBR	0.1	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.100000.tsv	37995.88	1274.1743796109993
1000000	50	0.99999	0.0	1e-05	0.0	0.950427	0.0	1.0	14.56	1.650519	0.904473	6.3e-05	5	7	7	16	19	10	22	12	16	12	6	15	57	30	8	7	29	8	5	23	5	6	21	6	5	10	54	12	29	16	7	20	10	14	6	13	26	16	39	10	3	10	5	6	11	24	6	7	7	10	vert.coi	tw5	TBR	0.2	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.200000.tsv	37995.88	2609.6071428571427
1000000	50	0.999992	0.0	8e-06	0.0	0.950427	0.0	1.0	13.1	2.201159	0.904434	5.3e-05	9	5	9	7	5	7	11	12	7	20	5	4	15	8	8	12	7	10	24	75	12	14	5	4	17	20	7	12	6	4	5	8	6	13	14	6	9	11	4	5	7	17	16	12	17	91	11	4	31	7	vert.coi	tw5	TBR	0.3	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.300000.tsv	37995.88	2900.448854961832
1000000	50	0.999993	0.0	7e-06	0.0	0.950427	0.0	1.0	18.48	8.029041	0.904425	5e-05	4	10	7	11	9	9	5	246	334	4	17	11	5	14	7	7	3	7	6	6	4	4	11	7	6	5	4	6	4	10	4	13	14	4	7	5	4	8	8	7	2	6	9	7	9	8	9	5	4	8	vert.coi	tw5	TBR	0.4	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.400000.tsv	37995.88	2056.054112554112
1000000	50	0.999993	0.0	7e-06	0.0	0.950427	0.0	1.0	40.72	19.153814	0.904486	5.1e-05	4	196	13	6	4	351	4	18	11	4	5	5	22	5	186	4	10	7	32	8	9	4	32	6	4	4	12	10	883	5	7	5	8	7	10	14	11	6	3	9	5	7	7	11	24	6	9	6	8	9	vert.coi	tw5	TBR	0.5	vert.coi.tw5	vert.coi.tw5.conv_TBR_0.500000.tsv	37995.88	933.1011787819253
1000000	50	0.999884	1.9e-05	0.000116	1.9e-05	0.950427	0.0	1.0	245.56	21.706261	0.905302	0.000422	68	359	180	106	388	73	34	95	236	99	238	131	468	549	245	53	498	120	211	72	237	132	158	246	73	433	281	138	540	183	183	479	279	540	172	154	275	227	649	198	218	77	360	131	344	336	361	380	149	122	vert.coi	tw5	rTBR	0.0	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.000000.tsv	37995.88	154.73155237009283
1000000	50	0.999943	4e-06	5.7e-05	4e-06	0.950427	0.0	1.0	193.14	17.123084	0.905798	0.000263	178	410	320	223	537	41	96	90	233	122	65	83	254	458	158	284	83	289	314	50	131	124	158	81	211	349	363	150	155	132	38	54	34	48	103	131	228	88	283	182	86	278	400	349	291	242	105	124	231	220	vert.coi	tw5	rTBR	0.02	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.020000.tsv	37995.88	196.7271409340375
1000000	50	0.999961	4e-06	3.9e-05	4e-06	0.950427	0.0	1.0	101.74	11.579426	0.905918	0.000183	29	95	64	55	31	73	76	416	55	89	37	67	121	285	53	143	52	180	45	51	57	233	146	145	117	46	330	19	31	55	61	189	195	88	48	213	56	30	85	188	41	94	39	89	66	60	77	70	82	120	vert.coi	tw5	rTBR	0.05	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.050000.tsv	37995.88	373.46058580695893
1000000	50	0.999974	2e-06	2.6e-05	2e-06	0.950427	0.0	1.0	52.96	6.938268	0.905877	0.000117	23	147	8	11	45	40	25	53	111	46	59	31	32	37	9	14	40	27	33	42	13	47	33	39	81	43	43	42	117	48	99	44	66	69	56	16	38	28	19	15	98	22	20	203	44	95	13	274	50	40	vert.coi	tw5	rTBR	0.1	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.100000.tsv	37995.88	717.4448640483383
1000000	50	0.999981	1e-06	1.9e-05	1e-06	0.950427	0.0	1.0	32.12	2.56883	0.90591	0.000121	46	8	61	28	27	26	24	12	59	22	22	28	50	57	43	21	31	31	33	9	56	10	49	13	24	7	23	27	45	80	37	26	5	33	19	13	30	67	28	25	44	25	21	46	35	63	14	20	70	13	vert.coi	tw5	rTBR	0.2	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.200000.tsv	37995.88	1182.9352428393524
1000000	50	0.999983	1e-06	1.7e-05	1e-06	0.950427	0.0	1.0	34.74	3.031644	0.90597	0.000129	16	21	40	28	18	23	12	36	49	52	72	20	22	19	44	82	25	23	24	26	27	32	23	45	22	28	36	43	89	50	76	30	84	13	47	43	23	9	16	75	42	17	11	10	58	60	40	16	9	11	vert.coi	tw5	rTBR	0.3	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.300000.tsv	37995.88	1093.7213586643636
1000000	50	0.999982	1e-06	1.8e-05	1e-06	0.950427	0.0	1.0	42.24	7.037947	0.906114	9.8e-05	37	31	47	25	11	18	18	24	28	44	314	26	50	51	12	42	34	15	87	28	12	136	32	63	22	23	14	17	57	30	63	169	29	25	36	14	104	10	33	33	28	11	7	22	30	34	49	29	18	20	vert.coi	tw5	rTBR	0.4	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.400000.tsv	37995.88	899.5236742424241
1000000	50	0.999984	1e-06	1.6e-05	1e-06	0.950427	0.0	1.0	38.44	4.515204	0.906116	0.000104	5	6	40	43	30	31	60	37	48	14	11	46	25	19	211	27	9	107	24	30	50	39	31	91	31	20	52	47	27	38	26	22	38	38	18	14	74	35	36	25	25	19	29	66	30	13	23	50	39	53	vert.coi	tw5	rTBR	0.5	vert.coi.tw5	vert.coi.tw5.conv_rTBR_0.500000.tsv	37995.88	988.4464099895941
1000000	50	0.999994	0.0	6e-06	0.0	0.990797	0.0	1.0	71.58	2.326965	0.594123	6.3e-05	107	30	56	40	59	44	60	58	57	76	69	64	47	64	48	52	62	36	90	57	96	66	73	64	64	79	79	56	105	43	67	82	37	59	47	67	33	72	42	77	54	46	86	61	61	55	55	54	61	71	vert.coii	tw0	MC3_NNI	0.0	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.000000.tsv	114.14	1.5945794914780664
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	43.4	1.934225	0.594109	6.3e-05	32	20	26	34	24	28	35	36	44	50	32	53	46	38	52	38	33	50	27	43	33	48	59	29	37	18	22	37	26	40	36	28	24	38	31	22	33	43	46	30	44	34	31	47	19	50	33	41	33	68	vert.coii	tw0	MC3_NNI	0.02	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.020000.tsv	114.14	2.6299539170506914
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	28.22	1.45442	0.594163	5e-05	27	27	28	28	20	15	21	25	41	18	24	20	36	21	11	11	20	23	26	32	12	8	22	13	27	24	21	43	26	16	19	13	18	16	33	22	10	13	37	15	19	33	34	24	19	16	29	29	13	36	vert.coii	tw0	MC3_NNI	0.05	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.050000.tsv	114.14	4.044649184975195
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	20.86	1.150336	0.594168	4.1e-05	11	17	11	13	19	18	13	26	17	13	15	19	24	19	15	13	18	13	12	6	30	16	15	16	17	18	23	13	15	18	9	17	15	8	11	14	12	19	15	20	14	17	20	12	13	13	16	18	18	13	vert.coii	tw0	MC3_NNI	0.1	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.100000.tsv	114.14	5.471716203259827
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	28.68	9.270733	0.594155	4e-05	14	16	38	15	18	21	6	11	475	12	8	27	11	16	14	12	10	13	13	10	11	9	11	50	10	16	14	12	11	16	7	25	10	10	9	33	15	10	24	16	19	33	18	43	18	7	14	16	29	9	vert.coii	tw0	MC3_NNI	0.2	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.200000.tsv	114.14	3.9797768479776847
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	17337.22	10923.071679	0.583849	0.006494	276	1983	96	9942	9	73	414052	10	3528	19834	11	8	9	283	34442	8	23	366302	1347	1532	7	37	11	61	31	844	450	86	124	755	472	1132	11	168	46	36	14	94	15	11	867	80	80	165	2885	18	3827	560	92	8	vert.coii	tw0	MC3_NNI	0.3	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.300000.tsv	114.14	0.0065835237714004895
1000000	50	0.819992	0.054883	0.180008	0.054883	0.812453	0.054379	0.82	62718.292683	20998.156288	0.456611	0.032222	-1	14	1528	2646	9	-1	7186	65927	62365	838	-1	56	9	-1	888	73	-1	16209	70513	-1	26437	102	294	116	-1	387899	83	38	991	4712	-1	6400	872	15	4073	168754	148066	170679	12532	176	4067	20	29769	157149	50	687859	280651	1534	-1	249787	vert.coii	tw0	MC3_NNI	0.4	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.400000.tsv	114.14	0.0018198837231890724
1000000	50	0.299986	0.065462	0.700014	0.065462	0.297239	0.064863	0.3	85451.2	47014.249902	0.163017	0.036502	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	55	-1	-1	-1	-1	21	-1	3176	-1	7	-1	-1	-1	-1	-1	35745	-1	-1	144469	113944	-1	-1	-1	-1	697352	56520	-1	1005	5344	-1	-1	-1	-1	-1	221417	6	-1	2682	-1	vert.coii	tw0	MC3_NNI	0.5	vert.coii.tw0	vert.coii.tw0.conv_mc3_NNI_0.500000.tsv	114.14	0.001335733143595409
1000000	50	0.999969	6e-06	3.1e-05	6e-06	0.990797	0.0	1.0	114.14	7.056565	0.594101	0.000145	154	73	59	53	144	45	67	133	92	88	80	135	327	95	77	89	120	65	54	82	65	120	72	54	91	72	146	174	80	154	57	123	99	59	71	98	88	69	93	68	39	64	81	60	63	52	137	80	119	103	vert.coii	tw0	NNI	0.0	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.000000.tsv	114.14	1.0
1000000	50	0.999981	4e-06	1.9e-05	4e-06	0.990797	0.0	1.0	64.9	3.496383	0.593887	0.000111	30	21	61	61	65	65	56	45	53	74	28	31	54	44	93	27	27	21	34	59	34	26	66	71	24	57	52	61	59	19	53	11	27	76	65	55	28	49	77	45	49	45	73	51	47	26	40	39	74	60	vert.coii	tw0	NNI	0.02	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.020000.tsv	114.14	1.7587057010785823
1000000	50	0.999991	1e-06	9e-06	1e-06	0.990797	0.0	1.0	37.18	2.780059	0.594228	9.1e-05	27	34	23	23	53	24	29	25	22	35	27	13	113	23	32	54	19	21	29	49	23	25	40	30	29	46	18	40	14	35	25	34	20	84	34	23	17	30	11	23	32	34	8	16	23	18	31	26	12	23	vert.coii	tw0	NNI	0.05	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.050000.tsv	114.14	3.06993006993007
1000000	50	0.999994	0.0	6e-06	0.0	0.990797	0.0	1.0	29.34	1.890386	0.594199	7e-05	43	18	22	21	20	17	23	17	9	19	17	31	20	13	13	65	17	23	16	13	21	27	12	20	22	13	13	20	12	18	46	19	16	14	15	16	19	26	31	21	18	54	13	9	33	15	11	26	13	19	vert.coii	tw0	NNI	0.1	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.100000.tsv	114.14	3.8902522154055896
1000000	50	0.999993	2e-06	7e-06	2e-06	0.990797	0.0	1.0	1235.88	955.992081	0.593457	0.00057	15	47903	239	1637	11	14	14	9	204	128	13	10	13	21	6	2830	13	74	24	269	966	10	819	461	42	39	317	13	12	22	1588	52	22	21	8	49	16	10	1434	22	22	57	8	20	1696	28	12	411	17	17	vert.coii	tw0	NNI	0.2	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.200000.tsv	114.14	0.0923552448457779
1000000	50	0.919995	0.038756	0.080005	0.038756	0.911533	0.038399	0.92	53486.065217	11379.531388	0.517342	0.022665	142	55537	172414	9582	17583	97	1208	202270	30	-1	19	139937	20	7	21544	196206	95285	260561	184942	21068	19683	35371	7834	70885	1216	167538	144	75784	2628	468	46991	486	160	79462	95807	224913	2049	681	213021	1106	25	9	1971	56	14	45	33440	-1	-1	-1	vert.coii	tw0	NNI	0.3	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.300000.tsv	114.14	0.0021340137760539873
1000000	50	0.379996	0.06934	0.620004	0.06934	0.376503	0.068703	0.38	119875.263158	49986.185053	0.198717	0.037921	-1	8	-1	16297	-1	-1	496	6	-1	-1	-1	725083	-1	-1	122	-1	-1	903	6918	-1	100779	184	193519	743	10	-1	51091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	160075	-1	464808	-1	-1	8	131	556414	-1	vert.coii	tw0	NNI	0.4	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.400000.tsv	114.14	0.0009521564081954029
1000000	50	0.06	0.033926	0.94	0.033926	0.059448	0.033614	0.06	6724.666667	6703.669675	0.035403	0.020019	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	20131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	vert.coii	tw0	NNI	0.5	vert.coii.tw0	vert.coii.tw0.conv_NNI_0.500000.tsv	114.14	0.016973332010658603
1000000	50	0.999924	8e-06	7.6e-05	8e-06	0.990797	0.0	1.0	307.86	28.08615	0.59394	0.000387	120	262	79	29	149	172	83	171	124	91	49	114	377	71	61	169	229	96	158	29	407	303	275	234	55	354	262	215	152	41	174	106	381	209	150	343	383	102	255	311	295	292	215	132	80	116	258	142	354	70	vert.coii	tw0	NNI2	0.0	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.000000.tsv	114.14	0.3707529396478919
1000000	50	0.999969	3e-06	3.1e-05	3e-06	0.990797	0.0	1.0	172.38	29.888594	0.594033	0.000256	38	100	19	88	52	22	96	67	35	91	61	102	38	75	254	156	107	126	68	92	83	137	28	61	45	19	19	17	158	96	41	90	161	67	61	205	51	62	32	42	101	48	57	141	27	11	22	76	257	25	vert.coii	tw0	NNI2	0.02	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.020000.tsv	114.14	0.6621417797888386
1000000	50	0.99999	1e-06	1e-05	1e-06	0.990797	0.0	1.0	64.78	6.593459	0.594247	0.000181	27	65	29	58	37	50	6	24	29	8	23	55	20	23	14	16	18	51	26	45	63	46	18	28	31	33	40	16	13	25	11	45	34	84	26	41	24	60	40	14	30	69	15	67	61	19	10	21	27	18	vert.coii	tw0	NNI2	0.05	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.050000.tsv	114.14	1.7619635690027786
1000000	50	0.999994	0.0	6e-06	0.0	0.990797	0.0	1.0	36.4	3.629471	0.594159	0.000132	8	28	5	10	14	12	24	47	7	12	18	7	34	9	19	17	8	12	25	7	7	14	8	34	58	17	20	18	5	24	47	6	22	6	13	20	12	6	11	14	15	33	20	5	37	12	12	11	25	13	vert.coii	tw0	NNI2	0.1	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.100000.tsv	114.14	3.1357142857142857
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	17.2	2.143048	0.594258	7.1e-05	14	8	6	17	17	9	9	7	12	7	6	52	5	5	6	9	8	6	6	5	10	13	5	8	5	8	5	15	19	23	6	8	4	6	8	7	10	6	9	7	7	10	11	18	5	10	9	8	7	8	vert.coii	tw0	NNI2	0.2	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.200000.tsv	114.14	6.6360465116279075
1000000	50	0.939995	0.033927	0.060005	0.033927	0.931349	0.033614	0.94	24851.276596	20866.004673	0.544544	0.022845	12	7	7	8	18	10	4	9	5	6	-1	2591	-1	2046	9	9	6	6	9	5	9	7	5	8	137	609	10	191496	9	6	11	14	11	6	5	8	7	-1	11	7	966250	3	63	5	7	1586	2025	7	818	6	vert.coii	tw0	NNI2	0.3	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.300000.tsv	114.14	0.004592923005748996
1000000	50	0.499998	0.071428	0.500002	0.071428	0.495398	0.070771	0.5	2605.76	1211.733933	0.296292	0.042329	-1	-1	4	-1	8	4	-1	34	5	-1	15787	8	-1	26	-1	3	-1	-1	-1	-1	1917	12	-1	6	-1	4	-1	8	-1	-1	-1	22598	-1	6	-1	5	20	6	-1	-1	-1	11974	10	6	-1	581	11963	-1	108	-1	vert.coii	tw0	NNI2	0.4	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.400000.tsv	114.14	0.04380295959720005
1000000	50	0.459998	0.071199	0.540002	0.071199	0.455767	0.070544	0.46	686.478261	563.631249	0.273141	0.042278	-1	-1	-1	-1	5	7	4	251	5	4	10	-1	-1	2374	6	9	-1	-1	-1	-1	-1	8	-1	5	-1	20	-1	-1	-1	4	-1	-1	-1	-1	5	4	-1	4	40	38	-1	-1	-1	4	-1	53	-1	5	-1	12878	vert.coii	tw0	NNI2	0.5	vert.coii.tw0	vert.coii.tw0.conv_NNI2_0.500000.tsv	114.14	0.16626892136938332
1000000	50	0.999886	1e-05	0.000114	1e-05	0.990797	0.0	1.0	335.32	38.113851	0.594284	0.000315	162	97	335	105	643	371	147	47	189	185	223	176	177	170	62	248	260	118	84	242	316	125	179	456	180	258	121	117	324	324	195	117	267	144	211	445	224	467	84	161	419	320	216	132	262	152	292	377	136	124	vert.coii	tw0	TBR	0.0	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.000000.tsv	114.14	0.3403912680424669
1000000	50	0.999969	5e-06	3.1e-05	5e-06	0.990797	0.0	1.0	108.12	11.06071	0.594211	0.000193	61	96	76	219	153	104	58	95	27	80	78	73	241	71	90	88	79	39	48	57	78	35	60	66	28	17	170	47	16	122	43	41	20	26	117	89	93	56	25	34	116	24	41	52	17	45	64	66	177	72	vert.coii	tw0	TBR	0.02	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.020000.tsv	114.14	1.0556788753237143
1000000	50	0.999988	1e-06	1.2e-05	1e-06	0.990797	0.0	1.0	49.78	4.028499	0.594189	0.000158	21	18	38	30	25	27	26	15	65	16	33	11	55	22	20	79	33	17	28	24	21	14	75	43	24	42	30	63	12	16	43	62	68	10	10	35	15	29	31	79	23	13	12	13	115	9	15	22	18	25	vert.coii	tw0	TBR	0.05	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.050000.tsv	114.14	2.292888710325432
1000000	50	0.999993	0.0	7e-06	0.0	0.990797	0.0	1.0	33.7	3.016722	0.594189	9.9e-05	12	5	28	10	7	9	5	18	11	18	35	3	29	22	16	10	29	6	28	6	13	4	12	13	19	11	18	28	9	21	19	7	16	6	14	34	21	14	4	21	14	8	31	7	28	50	30	6	13	9	vert.coii	tw0	TBR	0.1	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.100000.tsv	114.14	3.3869436201780414
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	16.94	1.63817	0.594142	7.5e-05	6	8	6	6	3	3	12	4	4	22	20	3	13	13	4	5	13	10	3	9	12	8	10	5	10	11	3	6	12	9	8	18	5	4	8	7	3	12	5	6	8	6	5	9	13	7	9	9	4	11	vert.coii	tw0	TBR	0.2	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.200000.tsv	114.14	6.737898465171192
1000000	50	0.999995	0.0	5e-06	0.0	0.990797	0.0	1.0	13.68	1.35238	0.594146	8e-05	8	6	5	7	9	3	3	6	10	5	7	4	14	6	8	3	6	5	5	4	7	6	7	4	3	10	11	5	8	5	4	11	22	10	7	5	5	5	5	11	9	7	3	5	5	11	10	13	3	12	vert.coii	tw0	TBR	0.3	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.300000.tsv	114.14	8.34356725146199
1000000	50	0.999996	0.0	4e-06	0.0	0.990797	0.0	1.0	14.54	1.525621	0.594166	5.5e-05	16	5	4	4	4	5	17	11	3	6	3	4	5	12	3	11	8	5	13	9	5	9	21	6	3	5	6	7	9	5	12	6	5	15	4	6	7	4	12	9	4	8	16	3	6	5	5	3	6	10	vert.coii	tw0	TBR	0.4	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.400000.tsv	114.14	7.850068775790922
1000000	50	0.999996	0.0	4e-06	0.0	0.990797	0.0	1.0	17.16	3.252674	0.594172	6.3e-05	4	6	7	5	55	6	4	4	5	4	7	5	6	12	5	4	10	6	9	5	5	5	6	5	10	93	6	9	7	12	6	5	7	6	6	6	5	9	6	13	4	7	7	6	5	69	9	6	50	4	vert.coii	tw0	TBR	0.5	vert.coii.tw0	vert.coii.tw0.conv_TBR_0.500000.tsv	114.14	6.651515151515151
1000000	50	0.999905	9e-06	9.5e-05	9e-06	0.990797	0.0	1.0	290.4	24.712585	0.594274	0.000327	174	274	689	507	183	35	61	124	236	218	227	252	184	207	241	58	190	74	85	244	232	153	264	85	302	220	325	218	146	332	216	131	194	153	185	45	212	149	105	141	168	209	129	257	197	242	145	355	357	276	vert.coii	tw0	rTBR	0.0	vert.coii.tw0	vert.coii.tw0.conv_rTBR_0.000000.tsv	114.14	0.39304407713498624
1000000	50	0.999972	4e-06	2.8e-05	4e-06	0.990797	0.0	1.0	117.84	12.846324	0.594385	0.000159	70	47	73	54	52	97	25	23	97	21	57	31	29	64	52	65	194	19	36	49	72	76	255	119	46	71	65	20	48	40	49	43	28	57	122	21	82	151	20	51	147	71	104	36	21	78	76	33	96	72	vert.coii	tw0	rTBR	0.02	vert.coii.tw0	vert.coii.tw0.conv_rTBR_0.020000.tsv	114.14	0.968601493550577
1000000	50	0.999987	1e-06	1.3e-05	1e-06	0.990797	0.0	1.0	64.08	6.378013	0.594353	0.000154	76	82	11	12	36	33	87	42	21	86	43	48	18	72	39	23	15	27	6	74	41	18	16	54	59	16	47	70	26	31	16	12	7	24	43	26	20	37	40	54	13	41	18	30	69	30	38	22	36	38	vert.coii	tw0	rTBR	0.05	vert.coii.tw0	vert.coii.tw0.conv_rTBR_0.050000.tsv	114.14	1.7812109862671661
