alignment	analysis	power	num_reps	num_found	fraction_found	fraction_se	mean_first_hit	mean_first_hit_se	censored_mean_first_hit	censored_mean_first_hit_se
vert.nd4.tw0	NNI	0.0	50	50	1.0	0.0	84.18	4.296718254098358	84.18	4.296718254098358
vert.nd4.tw0	NNI2	0.0	50	50	1.0	0.0	199.5	15.676272203686743	199.5	15.676272203686743
vert.nd4.tw0	TBR	0.0	50	50	1.0	0.0	190.8	14.11017869685366	190.8	14.11017869685366
vert.nd4.tw0	mc3_NNI	0.0	50	50	1.0	0.0	58.68	2.0613924360757228	58.68	2.0613924360757228
vert.nd4.tw0	rTBR	0.0	50	50	1.0	0.0	195.6	15.544957841233094	195.6	15.544957841233094
vert.nd4.tw0	NNI	0.02	50	50	1.0	0.0	28.84	1.4597623513603095	28.84	1.4597623513603095
vert.nd4.tw0	NNI2	0.02	50	50	1.0	0.0	35.86	3.86243129520825	35.86	3.86243129520825
vert.nd4.tw0	TBR	0.02	50	50	1.0	0.0	29.18	2.476615531283756	29.18	2.476615531283756
vert.nd4.tw0	mc3_NNI	0.02	50	50	1.0	0.0	20.2	0.7602362683228612	20.2	0.7602362683228612
vert.nd4.tw0	rTBR	0.02	50	50	1.0	0.0	40.0	2.770250117640231	40.0	2.770250117640231
vert.nd4.tw0	NNI	0.05	50	50	1.0	0.0	16.02	0.5609685501752432	16.02	0.5609685501752432
vert.nd4.tw0	NNI2	0.05	50	50	1.0	0.0	10.92	0.7531376544368314	10.92	0.7531376544368314
vert.nd4.tw0	TBR	0.05	50	50	1.0	0.0	10.68	0.8752562307049034	10.68	0.8752562307049034
vert.nd4.tw0	mc3_NNI	0.05	50	50	1.0	0.0	12.84	0.45117533584347164	12.84	0.45117533584347164
vert.nd4.tw0	rTBR	0.05	50	50	1.0	0.0	22.74	1.4559687146223932	22.74	1.4559687146223932
vert.nd4.tw0	NNI	0.1	50	50	1.0	0.0	18.02	3.929531311305537	18.02	3.929531311305537
vert.nd4.tw0	NNI2	0.1	50	50	1.0	0.0	7.7	0.3930518997770744	7.7	0.3930518997770744
vert.nd4.tw0	TBR	0.1	50	50	1.0	0.0	5.96	0.2954899079736662	5.96	0.2954899079736662
vert.nd4.tw0	mc3_NNI	0.1	50	50	1.0	0.0	10.44	0.301235550927936	10.44	0.301235550927936
vert.nd4.tw0	rTBR	0.1	50	50	1.0	0.0	17.88	1.2423282947098706	17.88	1.2423282947098706
vert.nd4.tw0	NNI	0.2	50	45	0.9	0.04242640687119285	3786.9555555555557	3154.1094995749027	103408.26	42788.89699577388
vert.nd4.tw0	NNI2	0.2	50	50	1.0	0.0	6.2	0.14568627181693672	6.2	0.14568627181693672
vert.nd4.tw0	TBR	0.2	50	50	1.0	0.0	4.6	0.13997084244475302	4.6	0.13997084244475302
vert.nd4.tw0	mc3_NNI	0.2	50	50	1.0	0.0	51.82	32.04265893830808	51.82	32.04265893830808
vert.nd4.tw0	rTBR	0.2	50	50	1.0	0.0	17.94	0.8243290407033703	17.94	0.8243290407033703
vert.nd4.tw0	NNI	0.3	50	34	0.68	0.06596969000988256	110404.82352941176	35298.27987362117	395075.28	63913.80207761994
vert.nd4.tw0	NNI2	0.3	50	48	0.96	0.02771281292110205	18077.666666666668	18039.976726480614	57354.56	32484.869791261786
vert.nd4.tw0	TBR	0.3	50	50	1.0	0.0	4.5	0.10400156984686455	4.5	0.10400156984686455
vert.nd4.tw0	mc3_NNI	0.3	50	45	0.9	0.04242640687119285	25554.8	21101.932226732606	122999.32	45868.59123512572
vert.nd4.tw0	rTBR	0.3	50	50	1.0	0.0	18.02	0.8478014784952758	18.02	0.8478014784952758
vert.nd4.tw0	NNI	0.4	50	7	0.14	0.04907137658554119	142617.14285714287	83291.05028650997	879966.4	43876.93852936173
vert.nd4.tw0	NNI2	0.4	50	25	0.5	0.07071067811865475	11359.16	7243.188671130968	505679.58	70708.11560592236
vert.nd4.tw0	TBR	0.4	50	50	1.0	0.0	4.56	0.09107072828862416	4.56	0.09107072828862416
vert.nd4.tw0	mc3_NNI	0.4	50	21	0.42	0.06979971346646059	104496.52380952382	51989.08239358296	623888.54	66708.83319749791
vert.nd4.tw0	rTBR	0.4	50	50	1.0	0.0	18.92	1.1924387632417996	18.92	1.1924387632417996
vert.nd4.tw0	NNI	0.5	50	0	0.0	0.0			1000000.0	0.0
vert.nd4.tw0	NNI2	0.5	50	20	0.4	0.06928203230275509	111901.15	51560.96271151547	644760.46	65387.00270660555
vert.nd4.tw0	TBR	0.5	50	50	1.0	0.0	15.78	8.614382373302766	15.78	8.614382373302766
vert.nd4.tw0	mc3_NNI	0.5	50	12	0.24	0.060398675482166	2924.5	1425.439493629947	760701.88	60834.346261776045
vert.nd4.tw0	rTBR	0.5	50	50	1.0	0.0	21.76	1.3987049403659377	21.76	1.3987049403659377
