alignment	analysis	power	num_reps	num_found	fraction_found	fraction_se	mean_first_hit	mean_first_hit_se	censored_mean_first_hit	censored_mean_first_hit_se
vert.atpase6.tw5	NNI	0.0	50	50	1.0	0.0	106.36	6.58215025966563	106.36	6.58215025966563
vert.atpase6.tw5	NNI2	0.0	50	50	1.0	0.0	200.32	19.55121876257439	200.32	19.55121876257439
vert.atpase6.tw5	TBR	0.0	50	50	1.0	0.0	205.78	16.55440726815672	205.78	16.55440726815672
vert.atpase6.tw5	mc3_NNI	0.0	50	50	1.0	0.0	69.82	3.217007101931476	69.82	3.217007101931476
vert.atpase6.tw5	rTBR	0.0	50	50	1.0	0.0	231.44	19.692620807950227	231.44	19.692620807950227
vert.atpase6.tw5	NNI	0.02	50	50	1.0	0.0	59.58	3.460339726155246	59.58	3.460339726155246
vert.atpase6.tw5	NNI2	0.02	50	50	1.0	0.0	84.0	7.221396778225902	84.0	7.221396778225902
vert.atpase6.tw5	TBR	0.02	50	50	1.0	0.0	88.92	7.171419464991372	88.92	7.171419464991372
vert.atpase6.tw5	mc3_NNI	0.02	50	50	1.0	0.0	38.18	2.419257771149099	38.18	2.419257771149099
vert.atpase6.tw5	rTBR	0.02	50	50	1.0	0.0	72.22	5.4541719661864985	72.22	5.4541719661864985
vert.atpase6.tw5	NNI	0.05	50	50	1.0	0.0	33.3	1.935753821420187	33.3	1.935753821420187
vert.atpase6.tw5	NNI2	0.05	50	50	1.0	0.0	38.74	4.507482214980703	38.74	4.507482214980703
vert.atpase6.tw5	TBR	0.05	50	50	1.0	0.0	34.78	3.016998102588135	34.78	3.016998102588135
vert.atpase6.tw5	mc3_NNI	0.05	50	50	1.0	0.0	23.5	1.5675927209500273	23.5	1.5675927209500273
vert.atpase6.tw5	rTBR	0.05	50	50	1.0	0.0	44.4	3.665503835402023	44.4	3.665503835402023
vert.atpase6.tw5	NNI	0.1	50	50	1.0	0.0	26.46	1.760846271494685	26.46	1.760846271494685
vert.atpase6.tw5	NNI2	0.1	50	50	1.0	0.0	18.26	1.57682450203061	18.26	1.57682450203061
vert.atpase6.tw5	TBR	0.1	50	50	1.0	0.0	20.92	2.0281367743597087	20.92	2.0281367743597087
vert.atpase6.tw5	mc3_NNI	0.1	50	50	1.0	0.0	18.32	0.7690120882253638	18.32	0.7690120882253638
vert.atpase6.tw5	rTBR	0.1	50	50	1.0	0.0	31.96	2.9293671392870326	31.96	2.9293671392870326
vert.atpase6.tw5	NNI	0.2	50	50	1.0	0.0	240.98	91.52945099802577	240.98	91.52945099802577
vert.atpase6.tw5	NNI2	0.2	50	50	1.0	0.0	14.9	3.077137551394815	14.9	3.077137551394815
vert.atpase6.tw5	TBR	0.2	50	50	1.0	0.0	12.28	1.2639555662559454	12.28	1.2639555662559454
vert.atpase6.tw5	mc3_NNI	0.2	50	50	1.0	0.0	26.0	3.4367758977606573	26.0	3.4367758977606573
vert.atpase6.tw5	rTBR	0.2	50	50	1.0	0.0	27.0	1.884848285996645	27.0	1.884848285996645
vert.atpase6.tw5	NNI	0.3	50	50	1.0	0.0	21773.5	11357.875720873879	21773.5	11357.875720873879
vert.atpase6.tw5	NNI2	0.3	50	50	1.0	0.0	1105.48	689.0057244749014	1105.48	689.0057244749014
vert.atpase6.tw5	TBR	0.3	50	50	1.0	0.0	9.82	0.9243596790895472	9.82	0.9243596790895472
vert.atpase6.tw5	mc3_NNI	0.3	50	50	1.0	0.0	431.88	141.21393421446245	431.88	141.21393421446245
vert.atpase6.tw5	rTBR	0.3	50	50	1.0	0.0	27.3	2.0694571899956014	27.3	2.0694571899956014
vert.atpase6.tw5	NNI	0.4	50	45	0.9	0.04242640687119285	56176.91111111111	13484.17305138207	150559.22	42226.882294366435
vert.atpase6.tw5	NNI2	0.4	50	47	0.94	0.03358571124749334	7821.425531914893	6612.1430344898	67352.14	34229.61633401528
vert.atpase6.tw5	TBR	0.4	50	50	1.0	0.0	10.18	0.8180065365738534	10.18	0.8180065365738534
vert.atpase6.tw5	mc3_NNI	0.4	50	49	0.98	0.019798989873223337	17507.38775510204	5106.674904786592	37157.24	20276.87591041015
vert.atpase6.tw5	rTBR	0.4	50	50	1.0	0.0	25.46	2.2852160171191604	25.46	2.2852160171191604
vert.atpase6.tw5	NNI	0.5	50	23	0.46	0.07048404074682439	284011.0869565217	61108.56586701873	670645.1	58051.78647683498
vert.atpase6.tw5	NNI2	0.5	50	30	0.6	0.06928203230275509	33019.03333333333	19775.788993515624	419811.42	68692.95026991171
vert.atpase6.tw5	TBR	0.5	50	50	1.0	0.0	100.92	39.299019461205965	100.92	39.299019461205965
vert.atpase6.tw5	mc3_NNI	0.5	50	39	0.78	0.05858327406350723	261109.4871794872	40754.993417676575	423665.4	54006.37389280821
vert.atpase6.tw5	rTBR	0.5	50	50	1.0	0.0	26.92	2.319542530547868	26.92	2.319542530547868
