move_type	power	analysis_name	num_states	stationary_discrepancy	irreducible_at_zero	largest_threshold_irreducible	min_positive_offdiag_transition	max_offdiag_transition	mean_positive_offdiag_transition	min_leave_probability	max_leave_probability	mean_leave_probability	num_positive_offdiag_transitions	num_states_with_zero_leave_probability	irreducible_gt_1e_minus_16	reachable_from0_frac_gt_1e_minus_16	can_reach0_frac_gt_1e_minus_16	transitions_le_1e_minus_16	states_leave_le_1e_minus_16	irreducible_gt_1e_minus_14	reachable_from0_frac_gt_1e_minus_14	can_reach0_frac_gt_1e_minus_14	transitions_le_1e_minus_14	states_leave_le_1e_minus_14	irreducible_gt_1e_minus_12	reachable_from0_frac_gt_1e_minus_12	can_reach0_frac_gt_1e_minus_12	transitions_le_1e_minus_12	states_leave_le_1e_minus_12	irreducible_gt_1e_minus_10	reachable_from0_frac_gt_1e_minus_10	can_reach0_frac_gt_1e_minus_10	transitions_le_1e_minus_10	states_leave_le_1e_minus_10	irreducible_gt_1e_minus_8	reachable_from0_frac_gt_1e_minus_8	can_reach0_frac_gt_1e_minus_8	transitions_le_1e_minus_8	states_leave_le_1e_minus_8	irreducible_gt_1e_minus_6	reachable_from0_frac_gt_1e_minus_6	can_reach0_frac_gt_1e_minus_6	transitions_le_1e_minus_6	states_leave_le_1e_minus_6	detailed_balance_checked	detailed_balance_reversible	detailed_balance_max_abs_error	detailed_balance_max_relative_error	slem_abs_lambda2	spectral_gap	relaxation_time	worst_case_iact	sparse_eigen_calculation	eigenvalues_converged_or_computed	eigenvalue_1_multiplicity_among_computed	has_complex_eigenvalues	average_acceptance_rate	entropy_rate_nats_per_step	kemeny_estimate	kemeny_is_exact	posterior_sweep_conductance	eigenvector_sweep_conductance	mean_return_time_min	mean_return_time_max	map_index	map_posterior	posterior95_set_size	posterior95_actual_mass	mean_hitting_time_map_uniform_start	mean_hitting_time_posterior95_uniform_start	mixing_time_upper_bound_epsilon	mixing_time_upper_bound
NNI	0	NNI (0.000000)	2027025	9.6946816406571476e-18	1	9.9999999999999995e-07	2.1977190328195923e-14	0.071428571428571425	0.045475833356351199	0.072416760823938969	0.99999999999999967	0.63666166695035409	28378350	0	1	1	1	0	0	1	1	1	0	0	1	1	1	30	0	1	1	1	2251	0	1	1	1	80454	0	1	1	1	491304	0	0	0	nan	nan	0.99846868183807191	0.0015313181619280858	653.03215547375078	1305.0643109475016	1	4	1	0	0.20023869567712177	0.81696630045091601	2421.1617013821738	0	0.026231104257125545	nan	10.78723901938047	1.2091206284025233e+37	898410	0.092702126855944256	330	0.95006758848621176	nan	nan	9.9999999999999995e-07	64781.477054598203
NNI2	0	NNI2 (0.000000)	2027025	7.9882579671638233e-17	1	9.9999999999999995e-07	7.0412173501173351e-20	0.0081967213114754103	0.0046137692342679238	0.018067586977316502	1.0000000000000009	0.58133492356718452	255405150	0	1	1	1	1578	0	1	1	1	28064	0	1	1	1	218991	0	1	1	1	1475528	0	1	1	1	6096670	0	1	1	1	18973143	0	0	0	nan	nan	0.99778495843519444	0.0022150415648055644	451.45879693132514	901.91759386265039	1	4	1	0	0.071806378428720716	0.4648075674008873	1729.1602850860379	0	0.011008943015051757	nan	10.787239019386357	1.2091206284031833e+37	990695	0.092702126855893657	330	0.95006758848569317	nan	nan	9.9999999999999995e-07	44785.203040550325
TBR	0	TBR (0.000000)	2027025	6.3262549092685739e-17	1	9.9999999999999995e-07	4.8448524252641158e-27	0.013114754098360656	0.0018528375973686109	0.025647055286211331	0.95538057742781834	0.53841128405384442	589027950	0	1	1	1	585300	0	1	1	1	2022644	0	1	1	1	6315449	0	1	1	1	17475398	0	1	1	1	42894373	0	1	1	1	94689321	0	0	0	nan	nan	0.99596542287915257	0.0040345771208474268	247.8574507431795	494.714901486359	1	4	1	0	0.056345562670131653	0.37596802730526252	1482.270177817825	0	0.0085725052047312851	nan	10.787239019386357	1.2091206284031833e+37	990695	0.092702126855893657	330	0.95006758848569317	nan	nan	9.9999999999999995e-07	24587.877479387644
NNI	0.02	NNI (0.020000)	2027025	6.5757137969407347e-18	1	9.9999999999999995e-07	3.3408862827673029e-14	0.11081101206034753	0.047664496802062611	0.080249408700919372	1.0000000000000004	0.66730295522881744	28378350	0	1	1	1	0	0	1	1	1	0	0	1	1	1	23	0	1	1	1	1588	0	1	1	1	68029	0	1	1	1	464339	0	0	0	nan	nan	0.99833189963071023	0.0016681003692897711	599.48431066277567	1197.9686213255513	1	4	1	0	0.21961262333283962	0.87507873978402684	2210.7914869943634	0	0.029780217299274384	nan	10.78723901938047	1.2091206284025233e+37	898410	0.092702126855944256	330	0.95006758848621176	nan	nan	9.9999999999999995e-07	59469.474775830349
NNI2	0.02	NNI2 (0.020000)	2027025	7.0613495008374414e-17	1	9.9999999999999995e-07	1.2411685846999895e-19	0.015608916824193081	0.004957212940765946	0.021367959479404942	1.0000000000000013	0.62460883054180949	255405150	0	1	1	1	823	0	1	1	1	22579	0	1	1	1	182512	0	1	1	1	1311959	0	1	1	1	5705755	0	1	1	1	18276367	0	0	0	nan	nan	0.99742330064814133	0.0025766993518586689	388.09339524949343	775.18679049898697	1	4	1	0	0.084241042310958567	0.5321277073764823	1477.6433703289988	0	0.013384511568140892	nan	10.787239019386357	1.2091206284031833e+37	990695	0.092702126855893657	330	0.95006758848569317	nan	nan	9.9999999999999995e-07	38499.273215486282
TBR	0.02	TBR (0.020000)	2027025	6.6528635312531818e-17	1	9.9999999999999995e-07	1.1990992665069747e-26	0.019831365318724186	0.0020273381918451149	0.032045273901702524	0.96621310159727181	0.58911895964767902	589027950	0	1	1	1	502418	0	1	1	1	1795134	0	1	1	1	5779228	0	1	1	1	16443626	0	1	1	1	41264186	0	1	1	1	92735608	0	0	0	nan	nan	0.99497079992716653	0.0050292000728334729	198.83877863634001	396.67755727268008	1	4	1	0	0.070461286911038562	0.45440440601227844	1181.8217393773045	0	0.011135378506180729	nan	10.787239019386357	1.2091206284031833e+37	990695	0.092702126855893657	330	0.95006758848569317	nan	nan	9.9999999999999995e-07	19725.056601827084
NNI	0.050000000000000003	NNI (0.050000)	2027025	1.5637554719782209e-17	1	9.9999999999999995e-07	5.9339687418120251e-14	0.20120252649695333	0.050817768234320049	0.09325635405646969	1.0000000000000004	0.71144875528052254	28378350	0	1	1	1	0	0	1	1	1	0	0	1	1	1	17	0	1	1	1	968	0	1	1	1	52682	0	1	1	1	426487	0	0	0	nan	nan	0.99811873769001402	0.001881262309985976	531.55798353683838	1062.1159670736768	1	4	1	0	0.250259456272237	0.96280327787327225	1948.557073786656	0	0.035682738386492309	nan	10.78723901938047	1.2091206284025233e+37	898410	0.092702126855944256	330	0.95006758848621176	nan	nan	9.9999999999999995e-07	52731.111359779235
NNI2	0.050000000000000003	NNI2 (0.050000)	2027025	4.010464839821076e-17	1	9.9999999999999995e-07	2.7579270270969048e-19	0.039071618038628061	0.0054561223594216867	0.027205532064057066	1.0000000000000009	0.68747141729148231	255405150	0	1	1	1	369	0	1	1	1	16577	0	1	1	1	140003	0	1	1	1	1099594	0	1	1	1	5182276	0	1	1	1	17353193	0	0	0	nan	nan	0.9968207214676047	0.0031792785323953021	314.53676983959923	628.07353967919846	1	4	1	0	0.10524646686777332	0.64153524878439405	1188.1736397298503	0	0.017633493116553808	nan	10.787239019386357	1.2091206284031833e+37	990695	0.092702126855893657	330	0.95006758848569317	nan	nan	9.9999999999999995e-07	31202.378560659083
TBR	0.050000000000000003	TBR (0.050000)	2027025	7.5780959797980693e-17	1	9.9999999999999995e-07	4.3321613364218679e-26	0.036551081981654791	0.0022843507368298958	0.042826300250714044	0.98028364728858874	0.66380357010168189	589027950	0	1	1	1	401413	0	1	1	1	1511357	0	1	1	1	5088689	0	1	1	1	15096930	0	1	1	1	39160808	0	1	1	1	90394238	0	0	0	nan	nan	0.99333923655654544	0.0066607634434545648	150.13294023865768	299.26588047731536	1	4	1	0	0.093727169177063765	0.57745806837253388	883.7215096749336	0	0.01563596523464535	nan	10.787239019386357	1.2091206284031833e+37	990695	0.092702126855893657	330	0.95006758848569317	nan	nan	9.9999999999999995e-07	14893.452198524445
NNI	0.10000000000000001	NNI (0.100000)	2027025	8.8353368368180958e-18	1	9.9999999999999995e-07	1.2725604333985518e-13	0.44112072157546722	0.055637566640826717	0.11851448557522168	1.0000000000000004	0.77892593297141788	28378350	0	1	1	1	0	0	1	1	1	0	0	1	1	1	10	0	1	1	1	515	0	1	1	1	34370	0	1	1	1	370803	0	0	0	nan	nan	0.99774804743691092	0.0022519525630890769	444.05908738515672	887.11817477031343	1	4	1	0	0.30498832809612497	1.1077419097242602	1617.9435780014353	0	0.047087706336174359	nan	10.78723901938047	1.2091206284025233e+37	898410	0.092702126855944256	330	0.95006758848621176	nan	nan	9.9999999999999995e-07	44051.128769793104
