section	statistic	value
summary	numTrees	2027025
summary	numEdges	14189175
summary	meanDegree	14.0000000000
local	numLocalPeaks	74
local	posteriorMassOfLocalPeaks	0.9390041450
local	meanUphillFraction	0.4999403066
local	posteriorWeightedMeanUphillFraction	0.0048381528
local	meanBestNeighborLnLDifference	19.8524695015
local	posteriorWeightedMeanBestNeighborLnLDifference	-2.5272886597
local	meanNeighborAbsLnLDifference	7.7398973410
local	posteriorWeightedMeanNeighborAbsLnLDifference	11.2995699277
basin	numPeaks	74
basin	numPeaksMassGreater01	1
basin	numPeaksMassGreater05	1
basin	largestBasinSize	184506
basin	largestBasinMass	0.9946008226
basin	basinMassEntropy	0.0363252911
basin	effectiveNumBasins	1.0369931162
basin	mapTreeHash	10165324746644879865
basin	mapPeakHash	10165324746644879865
basin	mapPeakId	0
basin	mapBasinMass	0.9946008226
basin	posteriorMassOutsideMapBasin	0.0053991774
ascent	meanAscentLength	8.9806558873
ascent	posteriorWeightedMeanAscentLength	0.0612078183
ascent	meanAscentLengthCredible95	0.5000000000
ascent	posteriorWeightedMeanAscentLengthCredible95	0.0518588088
ascent	maxAscentLength	22
credible95	credible95NumTrees	2
credible95	credible95Mass	0.9869589496
credible95	credible95NumComponents	1
credible95	credible95LargestComponentSize	2
credible95	credible95LargestComponentMass	0.9869589496
credible95	credible95MapComponentSize	2
credible95	credible95MapComponentMass	0.9869589496
barrier	basinGraphEdges	2331
barrier	meanBasinGraphDegree	63.0000000000
barrier	mapBasinGraphDegree	73
barrier	basinGraphConnected	1
barrier	minBarrierFromMap	8.8419634359
barrier	meanBarrier	45.5361082040
barrier	posteriorWeightedMeanBarrier	6.2081493153
barrier	maxBarrier	148.7944946425

# peaks
peakId	peakHash	peakTreeProbability	basinNumTrees	basinPosteriorMass
0	10165324746644879865	0.9357764342	184506	0.9946008226
1	11209614143821053939	0.0027051054	128444	0.0045167662
2	15833357601308018089	0.0004529197	156111	0.0007709459
3	2400508826370169201	0.0000686685	130613	0.0001100144
4	8097248218632962140	0.0000003799	53643	0.0000005692
5	17841368144436045441	0.0000002883	83841	0.0000004546
6	13028795077775133422	0.0000001708	25750	0.0000001788
7	11117569714726431401	0.0000001432	49970	0.0000002089
8	2338638558934973707	0.0000000210	19223	0.0000000222
9	6647163709767477061	0.0000000097	6821	0.0000000102
10	5125778371293291106	0.0000000020	80094	0.0000000035
11	4089866445876100708	0.0000000009	18459	0.0000000015
12	3464689620348449069	0.0000000008	109182	0.0000000009
13	9388353752879206249	0.0000000002	19471	0.0000000003
14	5693540783912640859	0.0000000002	16864	0.0000000002
15	2021587758018320124	0.0000000001	15438	0.0000000002
16	16863307900853720354	0.0000000001	101525	0.0000000001
17	5868884973666812058	0.0000000001	17993	0.0000000001
18	1973719994620597956	0.0000000001	68307	0.0000000001
19	15210271395121730115	0.0000000000	57077	0.0000000000
20	6461476422044957467	0.0000000000	5228	0.0000000000
21	6062790282938113025	0.0000000000	52742	0.0000000000
22	17771635600684448131	0.0000000000	104192	0.0000000000
23	18425980509938217647	0.0000000000	24317	0.0000000000
24	1578537932394219965	0.0000000000	19155	0.0000000000
25	15270237447969908554	0.0000000000	49867	0.0000000000
26	17548949165766628857	0.0000000000	33542	0.0000000000
27	9460063871844575253	0.0000000000	32432	0.0000000000
28	15238071704247467969	0.0000000000	14264	0.0000000000
29	2590246260731145299	0.0000000000	28291	0.0000000000
30	5860122236468879057	0.0000000000	7428	0.0000000000
31	5431396170490344121	0.0000000000	7793	0.0000000000
32	5088468608694452078	0.0000000000	19122	0.0000000000
33	5883306076231458735	0.0000000000	13765	0.0000000000
34	11978150189334513253	0.0000000000	748	0.0000000000
35	6484463227862144676	0.0000000000	11428	0.0000000000
36	6949163309424221588	0.0000000000	10569	0.0000000000
37	14773085639508646864	0.0000000000	7783	0.0000000000
38	13102877500905252749	0.0000000000	8758	0.0000000000
39	4699872589231047194	0.0000000000	7794	0.0000000000
40	11472758483394683188	0.0000000000	20571	0.0000000000
41	17465034485350747349	0.0000000000	3958	0.0000000000
42	13278762253849637909	0.0000000000	15557	0.0000000000
43	11399600364733442468	0.0000000000	14348	0.0000000000
44	11072636854126668426	0.0000000000	5365	0.0000000000
45	2304489905002361840	0.0000000000	4754	0.0000000000
46	12535374395063084085	0.0000000000	33789	0.0000000000
47	2491649972309366993	0.0000000000	1206	0.0000000000
48	12462430359799399029	0.0000000000	455	0.0000000000
49	5851501803797438112	0.0000000000	13875	0.0000000000
50	13440359719910072822	0.0000000000	3238	0.0000000000
51	18331383289331445001	0.0000000000	8624	0.0000000000
52	3396079651100282447	0.0000000000	29844	0.0000000000
53	13619337383230444990	0.0000000000	803	0.0000000000
54	16717900351085550691	0.0000000000	2099	0.0000000000
55	4752631359404694832	0.0000000000	1288	0.0000000000
56	16852385624946083254	0.0000000000	1687	0.0000000000
57	15092668313978089557	0.0000000000	5928	0.0000000000
58	15018428760318362298	0.0000000000	4764	0.0000000000
59	7601657687808359178	0.0000000000	15101	0.0000000000
60	2376575417863135000	0.0000000000	281	0.0000000000
61	9568516022596562606	0.0000000000	9444	0.0000000000
62	5734407459137869133	0.0000000000	8100	0.0000000000
63	11431609380208423339	0.0000000000	4376	0.0000000000
64	9223212027600555165	0.0000000000	1703	0.0000000000
65	2994375602573030521	0.0000000000	4116	0.0000000000
66	1241156098068793816	0.0000000000	650	0.0000000000
67	5624815467740092251	0.0000000000	1904	0.0000000000
68	2102232313053957989	0.0000000000	416	0.0000000000
69	13298563719198658168	0.0000000000	2015	0.0000000000
70	2050456454754125474	0.0000000000	1892	0.0000000000
71	3014024255359366061	0.0000000000	1179	0.0000000000
72	12804849303602132009	0.0000000000	1002	0.0000000000
73	10425554880302643908	0.0000000000	143	0.0000000000

# saddles
peakId1	peakId2	peakHash1	peakHash2	saddleTree1	saddleTree2	saddleLnL	saddleProbability	barrierFromPeak1	barrierFromPeak2
0	1	10165324746644879865	11209614143821053939	10958810592868683215	17673877195710624636	-10227.9794921875	0.0001352559	8.8419634359	2.9957277339
0	2	10165324746644879865	15833357601308018089	7871564078969459474	15400983332740138703	-10229.0986328125	0.0000441855	9.9611040609	2.3276870680
3	1	2400508826370169201	11209614143821053939	3140883756056017950	8137224637682510504	-10234.5517578125	0.0000001891	5.8943870840	9.5679933589
0	6	10165324746644879865	13028795077775133422	12005453703926597401	13028795077775133422	-10234.9931640625	0.0000001217	15.8556353109	0.3394178293
3	5	2400508826370169201	17841368144436045441	17043144669045258795	17841368144436045441	-10235.0126953125	0.0000001193	6.3553245840	0.8822463176
6	2	13028795077775133422	15833357601308018089	6678636796736523155	13028795077775133422	-10235.0556640625	0.0000001143	0.4019178293	8.2847183180
4	0	8097248218632962140	10165324746644879865	6356236112358619303	7009746795063711375	-10235.1162109375	0.0000001076	1.2616386043	15.9786821859
3	2	2400508826370169201	15833357601308018089	12693898379247289269	15417391557239351433	-10236.1435546875	0.0000000385	7.4861839590	9.3726089430
0	7	10165324746644879865	11117569714726431401	2136193308151105955	5175182625271545358	-10236.3222656250	0.0000000322	17.1847368734	1.4918513834
8	5	2338638558934973707	17841368144436045441	2338638558934973707	16932250139243472492	-10236.7812500000	0.0000000203	0.0311116788	2.6508010051
9	6	6647163709767477061	13028795077775133422	6647163709767477061	15006664381456021068	-10238.1152343750	0.0000000054	0.5933227675	3.4614881418
9	0	6647163709767477061	10165324746644879865	6647163709767477061	9434512680902744146	-10239.1845703125	0.0000000018	1.6626587050	20.0470415609
1	5	11209614143821053939	17841368144436045441	1485106844589300237	6020077794393600142	-10239.6044921875	0.0000000012	14.6207277339	5.4740431926
8	1	2338638558934973707	11209614143821053939	2338638558934973707	12427887008169045005	-10240.2382812500	0.0000000006	3.4881429288	15.2545167964
8	3	2338638558934973707	2400508826370169201	2338638558934973707	17941167617744941791	-10240.3339843750	0.0000000006	3.5838460538	11.6766136465
9	1	6647163709767477061	11209614143821053939	3062623762975369334	10376872392941221789	-10240.6748046875	0.0000000004	3.1528930800	15.6910402339
11	0	4089866445876100708	10165324746644879865	7657919651547155895	15068681674893713624	-10240.8300781250	0.0000000004	0.9090972348	21.6925493734
9	2	6647163709767477061	15833357601308018089	6647163709767477061	17293284432910420194	-10241.2919921875	0.0000000002	3.7700805800	14.5210464430
11	2	4089866445876100708	15833357601308018089	5478637832728317354	12704369266832113913	-10241.6113281250	0.0000000002	1.6903472348	14.8403823805
10	1	5125778371293291106	11209614143821053939	12670960534182451916	15642951054723411329	-10241.6748046875	0.0000000002	2.5533455269	16.6910402339
3	0	2400508826370169201	10165324746644879865	2932259943016398583	10586100983180117073	-10241.9716796875	0.0000000001	13.3143089590	22.8341509359
13	1	9388353752879206249	11209614143821053939	8660884555856093856	9388353752879206249	-10242.0429687500	0.0000000001	0.6176049579	17.0592042964
14	13	5693540783912640859	9388353752879206249	5693540783912640859	15778852779138966069	-10242.3378906250	0.0000000001	0.6578848783	0.9125268329
1	2	11209614143821053939	15833357601308018089	15416881992222584668	17412021461931205790	-10242.3886718750	0.0000000001	17.4049074214	15.6177261305
15	3	2021587758018320124	2400508826370169201	2021587758018320124	11233834496371355046	-10243.4238281250	0.0000000000	1.4991923360	14.7664573965
4	16	8097248218632962140	16863307900853720354	5105288653522676456	16863307900853720354	-10243.4433593750	0.0000000000	9.5887870418	1.5143005103
2	5	15833357601308018089	17841368144436045441	3058388760725912184	15132573050978233969	-10243.7080078125	0.0000000000	16.9370620680	9.5775588176
17	4	5868884973666812058	8097248218632962140	1302124892145352593	5868884973666812058	-10243.9150390625	0.0000000000	1.2851460981	10.0604667293
13	0	9388353752879206249	10165324746644879865	7043104491117617483	9388353752879206249	-10243.9736328125	0.0000000000	2.5482690204	24.8361040609
12	21	3464689620348449069	6062790282938113025	6062790282938113025	13799792971338575685	-10244.1591796875	0.0000000000	4.0915909179	0.6820393676
10	19	5125778371293291106	15210271395121730115	2048124809329061291	15210271395121730115	-10244.6523437500	0.0000000000	5.5308845894	1.2159458296
20	7	6461476422044957467	11117569714726431401	3238636358793092726	6461476422044957467	-10244.7187500000	0.0000000000	1.2777974378	9.8883357584
15	14	2021587758018320124	5693540783912640859	10420028065202698790	17148934979343451136	-10244.7470703125	0.0000000000	2.8224345235	3.0670645658
14	1	5693540783912640859	11209614143821053939	5693540783912640859	15870873569675239047	-10244.8535156250	0.0000000000	3.1735098783	19.8697511714
14	20	5693540783912640859	6461476422044957467	6614707038891075548	10420028065202698790	-10245.1074218750	0.0000000000	3.4274161283	1.6664693128
15	20	2021587758018320124	6461476422044957467	6614707038891075548	17148934979343451136	-10245.1074218750	0.0000000000	3.1827860860	1.6664693128
18	3	1973719994620597956	2400508826370169201	1973719994620597956	14674438845241826528	-10245.1699218750	0.0000000000	2.5201177281	16.5125511465
11	7	4089866445876100708	11117569714726431401	4381995328886266115	6428927195282569396	-10245.2568359375	0.0000000000	5.3358550473	10.4264216959
3	9	2400508826370169201	6647163709767477061	9155027488200279891	10376872392941221789	-10245.5078125000	0.0000000000	16.8504417715	7.9859008925
7	2	11117569714726431401	15833357601308018089	3238636358793092726	4373187269887513004	-10245.7451171875	0.0000000000	10.9147029459	18.9741714430
20	2	6461476422044957467	15833357601308018089	4373187269887513004	6461476422044957467	-10245.7451171875	0.0000000000	2.3041646253	18.9741714430
20	13	6461476422044957467	9388353752879206249	6614707038891075548	6618811360627997981	-10245.9472656250	0.0000000000	2.5063130628	4.5219018329
12	0	3464689620348449069	10165324746644879865	10177037580107130130	10483521544835318520	-10246.2939453125	0.0000000000	6.2263565429	27.1564165609
13	7	9388353752879206249	11117569714726431401	2458727775262177422	15778852779138966069	-10246.4306640625	0.0000000000	5.0053002704	11.6002498209
12	22	3464689620348449069	17771635600684448131	12592907481926898719	13835087317324911035	-10247.6601562500	0.0000000000	7.5925674804	0.8973250388
