move_type	power	analysis_name	num_states	stationary_discrepancy	irreducible_at_zero	largest_threshold_irreducible	min_positive_offdiag_transition	max_offdiag_transition	mean_positive_offdiag_transition	min_leave_probability	max_leave_probability	mean_leave_probability	num_positive_offdiag_transitions	num_states_with_zero_leave_probability	irreducible_gt_1e_minus_16	reachable_from0_frac_gt_1e_minus_16	can_reach0_frac_gt_1e_minus_16	transitions_le_1e_minus_16	states_leave_le_1e_minus_16	irreducible_gt_1e_minus_14	reachable_from0_frac_gt_1e_minus_14	can_reach0_frac_gt_1e_minus_14	transitions_le_1e_minus_14	states_leave_le_1e_minus_14	irreducible_gt_1e_minus_12	reachable_from0_frac_gt_1e_minus_12	can_reach0_frac_gt_1e_minus_12	transitions_le_1e_minus_12	states_leave_le_1e_minus_12	irreducible_gt_1e_minus_10	reachable_from0_frac_gt_1e_minus_10	can_reach0_frac_gt_1e_minus_10	transitions_le_1e_minus_10	states_leave_le_1e_minus_10	irreducible_gt_1e_minus_8	reachable_from0_frac_gt_1e_minus_8	can_reach0_frac_gt_1e_minus_8	transitions_le_1e_minus_8	states_leave_le_1e_minus_8	irreducible_gt_1e_minus_6	reachable_from0_frac_gt_1e_minus_6	can_reach0_frac_gt_1e_minus_6	transitions_le_1e_minus_6	states_leave_le_1e_minus_6	detailed_balance_checked	detailed_balance_reversible	detailed_balance_max_abs_error	detailed_balance_max_relative_error	slem_abs_lambda2	spectral_gap	relaxation_time	worst_case_iact	sparse_eigen_calculation	eigenvalues_converged_or_computed	eigenvalue_1_multiplicity_among_computed	has_complex_eigenvalues	average_acceptance_rate	entropy_rate_nats_per_step	kemeny_estimate	kemeny_is_exact	posterior_sweep_conductance	eigenvector_sweep_conductance	mean_return_time_min	mean_return_time_max	map_index	map_posterior	posterior95_set_size	posterior95_actual_mass	mean_hitting_time_map_uniform_start	mean_hitting_time_posterior95_uniform_start	mixing_time_upper_bound_epsilon	mixing_time_upper_bound
NNI	0	NNI (0.000000)	2027025	1.1123901518913378e-16	1	0	3.7406119861603356e-35	0.071428571428571425	0.039480588341365822	0.0044805509073506094	0.99999999999999967	0.55272823666521809	28378350	0	0	0.99999950666617332	1	167011	0	0	0.99999950666617332	1	255842	0	0	0.99999950666617332	1	474992	0	0	0.99999851999851996	1	914017	0	0	0.99999654666321336	1	1757264	0	0	0.99999555999556	1	3330114	0	0	0	nan	nan	0.99994256877642285	5.7431223577153467e-05	17412.131201707616	34823.262403415232	1	4	1	0	0.0096763055020502742	0.049739303396694565	51578.085966426239	0	0.065284353126233957	nan	1.0686313135199028	4.2501053073534824e+84	1417736	0.93577643416245959	2	0.98695894964350206	nan	nan	9.9999999999999995e-07	3633577.0894971038
NNI2	0	NNI2 (0.000000)	2027025	1.3913457288656405e-17	1	1e-14	2.040742757235991e-47	0.0081967213114754103	0.0042369573274149081	0.00050226765522820072	1.0000000000000009	0.53385662332779771	255405150	0	1	1	1	5575835	0	1	1	1	9206878	0	0	0.99999950666617332	1	15295961	0	0	0.99999950666617332	1	25133492	0	0	0.99999901333234664	1	40247203	0	0	0.99999851999851996	1	62445998	0	0	0	nan	nan	0.99979506550515407	0.00020493449484593196	4879.6079974325048	9758.2159948650096	1	4	1	0	0.0011904104533913408	0.008801699090272265	11690.747138750985	0	0.0073183453655224894	nan	1.0686313135199164	4.2501053073535359e+84	542520	0.93577643416244771	2	0.98695894964348962	nan	nan	9.9999999999999995e-07	1018264.0953485183
TBR	0	TBR (0.000000)	2027025	6.6614308214432436e-16	1	1e-10	3.9712018079496924e-56	0.013114754098360656	0.001717051034651822	0.00076485144817588495	0.95538057742781768	0.49895341836901813	589027950	0	1	1	1	34386566	0	1	1	1	49708907	0	1	1	1	71055568	0	1	1	1	100143264	0	0	0.99999950666617332	1	138541463	0	0	0.99999901333234664	1	187203155	0	0	0	nan	nan	0.99672361274734156	0.0032763872526584414	305.21422618422343	609.42845236844687	1	4	1	0	0.0017002016923200712	0.011938519261701849	2343.1287017934756	0	0.011144351010474698	nan	1.0686313135199164	4.2501053073535359e+84	542520	0.93577643416244771	2	0.98695894964348962	nan	nan	9.9999999999999995e-07	63691.981119036158
NNI	0.02	NNI (0.020000)	2027025	1.3905423556589547e-17	1	0	6.9581386682258364e-35	0.19583648727924055	0.044643428190838635	0.0059021990789434433	1.0000000000000002	0.62500799467336543	28378350	0	0	0.99999950666617332	1	158498	0	0	0.99999950666617332	1	240899	0	0	0.99999950666617332	1	445458	0	0	0.99999851999851996	1	866718	0	0	0.99999654666321336	1	1691054	0	0	0.99999555999556	1	3241150	0	0	0	nan	nan	0.9999316902244475	6.830977555249973e-05	14639.193174210423	29277.386348420845	1	4	1	0	0.012673792197663946	0.061761986252685218	42111.307322034787	0	0.085998632056369359	nan	1.0686313135199028	4.2501053073534824e+84	1417736	0.93577643416245959	2	0.98695894964350206	nan	nan	9.9999999999999995e-07	3054927.7243796266
NNI2	0.02	NNI2 (0.020000)	2027025	2.2215687048341605e-16	1	1e-14	5.8307060947447313e-47	0.035467464070162984	0.0050261834787586534	0.00080177977775407444	1.0000000000000004	0.63329911836358443	255405150	0	1	1	1	5257663	0	1	1	1	8748193	0	0	0.99999950666617332	1	14674709	0	0	0.99999901333234664	1	24362796	0	0	0.99999901333234664	1	39419993	0	0	0.99999802666469328	1	61752503	0	0	0	nan	nan	0.99971590513073194	0.00028409486926805894	3519.9509325050349	7038.9018650100688	1	4	1	0	0.0018841255092437231	0.013085734220554075	8268.4514858049479	0	0.01168241924324242	nan	1.0686313135199164	4.2501053073535359e+84	542520	0.93577643416244771	2	0.98695894964348962	nan	nan	9.9999999999999995e-07	734530.98382023838
TBR	0.02	TBR (0.020000)	2027025	1.1124661900022641e-16	1	1e-10	2.0158267560107026e-55	0.034459224638405811	0.0021064684401526975	0.0013824775991522632	0.98240522163178168	0.61211321383516448	589027950	0	1	1	1	33093130	0	1	1	1	48181629	0	1	1	1	69361564	0	1	1	1	98425090	0	0	0.99999950666617332	1	137057539	0	0	0.99999901333234664	1	186296435	0	0	0	nan	nan	0.99399640182213489	0.0060035981778651104	166.56677718487842	332.13355436975684	1	4	1	0	0.003046087793212358	0.019631457598068659	1358.7854015876271	0	0.020143539854458388	nan	1.0686313135199164	4.2501053073535359e+84	542520	0.93577643416244771	2	0.98695894964348962	nan	nan	9.9999999999999995e-07	34759.089537500149
NNI	0.050000000000000003	NNI (0.050000)	2027025	1.112427502354208e-16	1	0	1.5644204932016531e-34	0.56602999668250487	0.051900980174297673	0.0086408293599264593	1.0000000000000004	0.72661372244204681	28378350	0	0	0.99999950666617332	1	147533	0	0	0.99999950666617332	1	223441	0	0	0.99999950666617332	1	408818	0	0	0.99999851999851996	1	808420	0	0	0.99999654666321336	1	1609935	0	0	0.99999555999556	1	3141482	0	0	0	nan	nan	0.99991400492377103	8.5995076228972955e-05	11628.572749181259	23256.145498362519	1	4	1	0	0.018385212677047055	0.082721581414884671	32388.370941987061	0	0.12590214170126088	nan	1.0686313135199028	4.2501053073534824e+84	1417736	0.93577643416245959	2	0.98695894964350206	nan	nan	9.9999999999999995e-07	2426640.7077368475
NNI2	0.050000000000000003	NNI2 (0.050000)	2027025	1.1124001929553139e-16	1	9.9999999999999998e-17	2.1704713332875462e-46	0.19981277277091672	0.0060951831411370514	0.0014956450095969427	1.0000000000000009	0.76799307583200482	255405150	0	1	1	1	4898989	0	0	0.99999950666617332	1	8236157	0	0	0.99999950666617332	1	14004580	0	0	0.99999901333234664	1	23596036	0	0	0.99999851999851996	1	38755165	0	0	0.99999802666469328	1	61546479	0	0	0	nan	nan	0.99956128195008165	0.00043871804991835184	2279.368264392373	4557.736528784746	1	4	1	0	0.0034644915697668388	0.021989820445094069	5276.5018378717587	0	0.021792457886776664	nan	1.0686313135199164	4.2501053073535359e+84	542520	0.93577643416244771	2	0.98695894964348962	nan	nan	9.9999999999999995e-07	475662.00950829114
TBR	0.050000000000000003	TBR (0.050000)	2027025	2.224798544196514e-16	1	1e-10	9.9700977417587931e-55	0.23569490297201229	0.0026385750605506762	0.0026636741606766759	0.99693532004581542	0.76673669991035442	589027950	0	1	1	1	31846810	0	1	1	1	46827050	0	1	1	1	68060997	0	1	1	1	97501194	0	0	0.99999901333234664	1	136976643	0	0	0.99999901333234664	1	187638214	0	0	0	nan	nan	0.98817500468361263	0.011824995316387366	84.566629689415251	168.1332593788305	1	4	1	0	0.0058021196122810545	0.033699713424312973	731.68843844908088	0	0.038811353361373396	nan	1.0686313135199164	4.2501053073535359e+84	542520	0.93577643416244771	2	0.98695894964348962	nan	nan	9.9999999999999995e-07	17647.330633962087
NNI	0.10000000000000001	NNI (0.100000)	2027025	1.1102951609851239e-16	1	0	3.6371042854507416e-34	0.95302534190987431	0.06109874860870404	0.014894996625434292	1.0000000000000004	0.85538248052383525	28378350	0	0	0.99999950666617332	1	136944	0	0	0.99999950666617332	1	206855	0	0	0.99999851999851996	1	368812	0	0	0.99999851999851996	1	744235	0	0	0.99999555999556	1	1523679	0	0	0.99999555999556	1	3069764	0	0	0	nan	nan	0.99988364025843812	0.00011635974156187778	8594.0376506269567	17187.075301253913	1	4	1	0	0.031184200685493643	0.12313890611005364	23213.22088496964	0	0.21702916440780065	nan	1.0686313135199028	4.2501053073534824e+84	1417736	0.93577643416245959	2	0.98695894964350206	nan	nan	9.9999999999999995e-07	1793319.4436306984
