move_type	power	analysis_name	num_states	stationary_discrepancy	irreducible_at_zero	largest_threshold_irreducible	min_positive_offdiag_transition	max_offdiag_transition	mean_positive_offdiag_transition	min_leave_probability	max_leave_probability	mean_leave_probability	num_positive_offdiag_transitions	num_states_with_zero_leave_probability	irreducible_gt_1e_minus_16	reachable_from0_frac_gt_1e_minus_16	can_reach0_frac_gt_1e_minus_16	transitions_le_1e_minus_16	states_leave_le_1e_minus_16	irreducible_gt_1e_minus_14	reachable_from0_frac_gt_1e_minus_14	can_reach0_frac_gt_1e_minus_14	transitions_le_1e_minus_14	states_leave_le_1e_minus_14	irreducible_gt_1e_minus_12	reachable_from0_frac_gt_1e_minus_12	can_reach0_frac_gt_1e_minus_12	transitions_le_1e_minus_12	states_leave_le_1e_minus_12	irreducible_gt_1e_minus_10	reachable_from0_frac_gt_1e_minus_10	can_reach0_frac_gt_1e_minus_10	transitions_le_1e_minus_10	states_leave_le_1e_minus_10	irreducible_gt_1e_minus_8	reachable_from0_frac_gt_1e_minus_8	can_reach0_frac_gt_1e_minus_8	transitions_le_1e_minus_8	states_leave_le_1e_minus_8	irreducible_gt_1e_minus_6	reachable_from0_frac_gt_1e_minus_6	can_reach0_frac_gt_1e_minus_6	transitions_le_1e_minus_6	states_leave_le_1e_minus_6	detailed_balance_checked	detailed_balance_reversible	detailed_balance_max_abs_error	detailed_balance_max_relative_error	slem_abs_lambda2	spectral_gap	relaxation_time	worst_case_iact	sparse_eigen_calculation	eigenvalues_converged_or_computed	eigenvalue_1_multiplicity_among_computed	has_complex_eigenvalues	average_acceptance_rate	entropy_rate_nats_per_step	kemeny_estimate	kemeny_is_exact	posterior_sweep_conductance	eigenvector_sweep_conductance	mean_return_time_min	mean_return_time_max	map_index	map_posterior	posterior95_set_size	posterior95_actual_mass	mean_hitting_time_map_uniform_start	mean_hitting_time_posterior95_uniform_start	mixing_time_upper_bound_epsilon	mixing_time_upper_bound
NNI	0	NNI (0.000000)	2027025	4.0469738909038111e-17	1	9.9999999999999995e-07	3.321950652741655e-25	0.071428571428571425	0.038280917069535875	0.0031867537638975508	0.99999999999999967	0.53593283884202214	28378350	0	1	1	1	220744	0	1	1	1	508731	0	1	1	1	978095	0	1	1	1	1721378	0	1	1	1	2900300	0	1	1	1	4766464	0	0	0	nan	nan	0.99997290724309074	2.7092756909263827e-05	36910.234102387345	73819.46820477469	1	4	1	0	0.086680237393616105	0.34591802881855521	69911.247556154151	0	0.054299306983390708	nan	4.7890419779740485	4.9181420437372357e+99	348839	0.20881003018959524	9	0.97662401035794222	nan	nan	9.9999999999999995e-07	8964771.4530566707
NNI2	0	NNI2 (0.000000)	2027025	4.7779225057260752e-17	1	9.9999999999999995e-07	3.4479323662411098e-43	0.0081967213114754103	0.0041742984139501067	0.0023065801001172456	1.0000000000000009	0.52596160023663174	255405150	0	1	1	1	10773081	0	1	1	1	17154836	0	1	1	1	26067093	0	1	1	1	38151044	0	1	1	1	54170243	0	1	1	1	74980087	0	0	0	nan	nan	0.9995319732180169	0.00046802678198309966	2136.6298649894566	4272.2597299789131	1	4	1	0	0.017589591494629998	0.10985397385795305	5735.1838509798072	0	0.0062943115154366416	nan	4.7890419779740467	4.9181420437372347e+99	1982958	0.20881003018959532	9	0.97662401035794277	nan	nan	9.9999999999999995e-07	520144.8434547091
TBR	0	TBR (0.000000)	2027025	6.012533494742017e-17	1	9.9999999999999995e-07	1.1860660042106392e-70	0.013114754098360656	0.001692722693308791	0.0056782009888119598	0.95538057742781746	0.49188390861310644	589027950	0	1	1	1	56886173	0	1	1	1	76766073	0	1	1	1	101385942	0	1	1	1	131330124	0	1	1	1	167113105	0	1	1	1	209073788	0	0	0	nan	nan	0.99949779222100454	0.00050220777899545599	1991.2077068982398	3981.4154137964802	1	4	1	0	0.01756553586132575	0.10675362435099704	4390.5910316831178	0	0.0093716843335086147	nan	4.7890419779740467	4.9181420437372347e+99	1982958	0.20881003018959532	9	0.97662401035794277	nan	nan	9.9999999999999995e-07	484588.99995235616
NNI	0.02	NNI (0.020000)	2027025	4.8575844334867165e-17	1	9.9999999999999995e-07	7.9735992389681892e-25	0.19427444699217455	0.044754804411663116	0.0041873452557843549	1.0000000000000004	0.62656726176643196	28378350	0	1	1	1	193337	0	1	1	1	467856	0	1	1	1	921849	0	1	1	1	1649064	0	1	1	1	2816607	0	1	1	1	4673487	0	0	0	nan	nan	0.99996260888739996	3.7391112600038134e-05	26744.323195105462	53487.646390210932	1	4	1	0	0.11020315894103254	0.41261526921935143	51869.158668405427	0	0.070033981649284233	nan	4.7890419779740485	4.9181420437372357e+99	348839	0.20881003018959524	9	0.97662401035794222	nan	nan	9.9999999999999995e-07	6513730.1670192862
NNI2	0.02	NNI2 (0.020000)	2027025	7.2134593875686964e-17	1	9.9999999999999995e-07	1.655793661797196e-42	0.038113333273991593	0.0051486475638832111	0.0035311522901807293	1.0000000000000007	0.64872959309881273	255405150	0	1	1	1	10175320	0	1	1	1	16430495	0	1	1	1	25262924	0	1	1	1	37329041	0	1	1	1	53435897	0	1	1	1	74483374	0	0	0	nan	nan	0.99929948862483431	0.00070051137516569106	1427.5285676317123	2854.0571352634247	1	4	1	0	0.027515224892067931	0.15953397924201021	3749.5108603359172	0	0.010043429799438919	nan	4.7890419779740467	4.9181420437372347e+99	1982958	0.20881003018959532	9	0.97662401035794277	nan	nan	9.9999999999999995e-07	347387.55156471441
TBR	0.02	TBR (0.020000)	2027025	7.9138222896698997e-17	1	9.9999999999999995e-07	1.0626437195444115e-69	0.033246566464917575	0.0021780383590428599	0.011339830948147738	0.98046463286497609	0.63291053138801312	589027950	0	1	1	1	55170782	0	1	1	1	74988937	0	1	1	1	99681300	0	1	1	1	129859523	0	1	1	1	166057273	0	1	1	1	208644930	0	0	0	nan	nan	0.99905810386823291	0.00094189613176709486	1061.6881907391385	2122.3763814782769	1	4	1	0	0.032378563882228109	0.17691128825892052	2314.3017890953811	0	0.017113127323493869	nan	4.7890419779740467	4.9181420437372347e+99	1982958	0.20881003018959532	9	0.97662401035794277	nan	nan	9.9999999999999995e-07	258377.07211563151
NNI	0.050000000000000003	NNI (0.050000)	2027025	4.8201995773685696e-17	1	9.9999999999999995e-07	2.1293941351533609e-24	0.54079351126363373	0.05352944158186948	0.00609164458291344	1.0000000000000004	0.74941218214952376	28378350	0	1	1	1	161878	0	1	1	1	420617	0	1	1	1	855526	0	1	1	1	1564897	0	1	1	1	2723165	0	1	1	1	4588390	0	0	0	nan	nan	0.99994405705221323	5.5942947786769004e-05	17875.354080581874	35749.708161163748	1	4	1	0	0.15111205573583442	0.51553409437208764	35750.235748425046	0	0.097988257284756936	nan	4.7890419779740485	4.9181420437372357e+99	348839	0.20881003018959524	9	0.97662401035794222	nan	nan	9.9999999999999995e-07	4351014.090272367
NNI2	0.050000000000000003	NNI2 (0.050000)	2027025	9.9915108981309472e-17	1	9.9999999999999995e-07	9.3666824843485402e-42	0.22817310891001899	0.00639227481347566	0.0061336304108282952	1.0000000000000007	0.80542662656036179	255405150	0	1	1	1	9551351	0	1	1	1	15712287	0	1	1	1	24537395	0	1	1	1	36729151	0	1	1	1	53167303	0	1	1	1	74823009	0	0	0	nan	nan	0.99882812623234507	0.0011718737676549296	853.33423070057188	1705.6684614011438	1	4	1	0	0.048863527338959371	0.25491454822308951	2181.5369310227547	0	0.018401979964200919	nan	4.7890419779740467	4.9181420437372347e+99	1982958	0.20881003018959532	9	0.97662401035794277	nan	nan	9.9999999999999995e-07	207693.44431652687
TBR	0.050000000000000003	TBR (0.050000)	2027025	7.739780908629081e-17	1	9.9999999999999995e-07	7.2749160290497852e-69	0.28411784754354985	0.0028005042826075087	0.024617409938402241	0.99794857772860224	0.81379129357988722	589027950	0	1	1	1	53942382	0	1	1	1	73981140	0	1	1	1	99138079	0	1	1	1	130080011	0	1	1	1	167379361	0	1	1	1	211400799	0	0	0	nan	nan	0.99826453116090452	0.0017354688390954776	576.21316930196087	1151.4263386039217	1	4	1	0	0.060093540123192415	0.29063766048332834	1198.7498165605004	0	0.032092524711581624	nan	4.7890419779740467	4.9181420437372347e+99	1982958	0.20881003018959532	9	0.97662401035794277	nan	nan	9.9999999999999995e-07	140229.75229519457
NNI	0.10000000000000001	NNI (0.100000)	2027025	4.3347847542889644e-17	1	9.9999999999999995e-07	4.0678300131016703e-24	0.932249623123942	0.063526644266396745	0.010299113020935963	1.0000000000000004	0.88937301973368477	28378350	0	1	1	1	133097	0	1	1	1	373836	0	1	1	1	787892	0	1	1	1	1482113	0	1	1	1	2648642	0	1	1	1	4584909	0	0	0	nan	nan	0.99991110932364069	8.8890676359310028e-05	11249.773777823935	22498.547555647874	1	4	1	0	0.2289266667565048	0.67643621994987502	23593.57285198888	0	0.15427660151339118	nan	4.7890419779740485	4.9181420437372357e+99	348839	0.20881003018959524	9	0.97662401035794222	nan	nan	9.9999999999999995e-07	2737562.0731524923
