move_type	power	analysis_name	num_states	stationary_discrepancy	irreducible_at_zero	largest_threshold_irreducible	min_positive_offdiag_transition	max_offdiag_transition	mean_positive_offdiag_transition	min_leave_probability	max_leave_probability	mean_leave_probability	num_positive_offdiag_transitions	num_states_with_zero_leave_probability	irreducible_gt_1e_minus_16	reachable_from0_frac_gt_1e_minus_16	can_reach0_frac_gt_1e_minus_16	transitions_le_1e_minus_16	states_leave_le_1e_minus_16	irreducible_gt_1e_minus_14	reachable_from0_frac_gt_1e_minus_14	can_reach0_frac_gt_1e_minus_14	transitions_le_1e_minus_14	states_leave_le_1e_minus_14	irreducible_gt_1e_minus_12	reachable_from0_frac_gt_1e_minus_12	can_reach0_frac_gt_1e_minus_12	transitions_le_1e_minus_12	states_leave_le_1e_minus_12	irreducible_gt_1e_minus_10	reachable_from0_frac_gt_1e_minus_10	can_reach0_frac_gt_1e_minus_10	transitions_le_1e_minus_10	states_leave_le_1e_minus_10	irreducible_gt_1e_minus_8	reachable_from0_frac_gt_1e_minus_8	can_reach0_frac_gt_1e_minus_8	transitions_le_1e_minus_8	states_leave_le_1e_minus_8	irreducible_gt_1e_minus_6	reachable_from0_frac_gt_1e_minus_6	can_reach0_frac_gt_1e_minus_6	transitions_le_1e_minus_6	states_leave_le_1e_minus_6	detailed_balance_checked	detailed_balance_reversible	detailed_balance_max_abs_error	detailed_balance_max_relative_error	slem_abs_lambda2	spectral_gap	relaxation_time	worst_case_iact	sparse_eigen_calculation	eigenvalues_converged_or_computed	eigenvalue_1_multiplicity_among_computed	has_complex_eigenvalues	average_acceptance_rate	entropy_rate_nats_per_step	kemeny_estimate	kemeny_is_exact	posterior_sweep_conductance	eigenvector_sweep_conductance	mean_return_time_min	mean_return_time_max	map_index	map_posterior	posterior95_set_size	posterior95_actual_mass	mean_hitting_time_map_uniform_start	mean_hitting_time_posterior95_uniform_start	mixing_time_upper_bound_epsilon	mixing_time_upper_bound
NNI	0	NNI (0.000000)	2027025	8.8736624340849366e-18	1	9.9999999999999995e-07	5.3955732363460328e-29	0.071428571428571425	0.039317389911518605	0.012646751730360435	0.99999999999999967	0.55044345864425248	28378350	0	1	1	1	223899	0	1	1	1	300769	0	1	1	1	418075	0	1	1	1	704136	0	1	1	1	1356447	0	1	1	1	2772943	0	0	0	nan	nan	0.99852663299793321	0.0014733670020667944	678.71752156606635	1356.4350431321327	1	4	1	0	0.080916279196840593	0.32814818235534182	3543.926806969288	0	0.013605041150673796	nan	2.3709454768285108	3.728193506050404e+84	1795394	0.4217726682342976	15	0.95476205276339421	nan	nan	9.9999999999999995e-07	141545.5651027576
NNI2	0	NNI2 (0.000000)	2027025	1.5791012825262134e-16	1	9.9999999999999995e-07	5.5815697500969553e-43	0.0081967213114754103	0.0042536087359217141	0.0070876012065507199	1.0000000000000009	0.5359547007946347	255405150	0	1	1	1	5164686	0	1	1	1	7762331	0	1	1	1	12425347	0	1	1	1	20878514	0	1	1	1	35200054	0	1	1	1	57952393	0	0	0	nan	nan	0.99636407103968894	0.0036359289603110634	275.03287630637516	549.06575261275043	1	4	1	0	0.018379313534694852	0.11919243214945126	1770.6185495338921	0	0.0046028875018728705	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	57357.716371071489
TBR	0	TBR (0.000000)	2027025	1.5790901726028368e-16	1	9.9999999999999995e-07	2.543633074045136e-56	0.013114754098360656	0.0017184248748377158	0.0055459659898763917	0.95538057742781801	0.49935263902992383	589027950	0	1	1	1	28222457	0	1	1	1	41196021	0	1	1	1	60590512	0	1	1	1	88656205	0	1	1	1	127466105	0	1	1	1	178592852	0	0	0	nan	nan	0.99784207811036241	0.0021579218896375929	463.4088030720809	925.81760614416191	1	4	1	0	0.017091054785228325	0.10763713123403869	1752.58960522246	0	0.0036511041812068118	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	96643.289117582885
NNI	0.02	NNI (0.020000)	2027025	5.61700503198156e-17	1	9.9999999999999995e-07	1.5457362101629346e-28	0.21252630174705897	0.044186674318613513	0.014895982038620678	1.0000000000000004	0.61861344046179589	28378350	0	1	1	1	214260	0	1	1	1	289939	0	1	1	1	402933	0	1	1	1	669368	0	1	1	1	1301521	0	1	1	1	2686457	0	0	0	nan	nan	0.99820609584776621	0.001793904152233794	557.44338333504959	1113.8867666700992	1	4	1	0	0.099542275775366534	0.38253030823291589	2936.43406002138	0	0.01743087734836184	nan	2.3709454768285108	3.728193506050404e+84	1795394	0.4217726682342976	15	0.95476205276339421	nan	nan	9.9999999999999995e-07	116254.02719800037
NNI2	0.02	NNI2 (0.020000)	2027025	1.7726024464923613e-16	1	9.9999999999999995e-07	2.5769411781373109e-42	0.040241157651509055	0.0049898984201172556	0.010505059450103472	1.0000000000000007	0.62872720096902057	255405150	0	1	1	1	4935876	0	1	1	1	7426587	0	1	1	1	11925432	0	1	1	1	20192338	0	1	1	1	34403016	0	1	1	1	57237898	0	0	0	nan	nan	0.99459867128744261	0.005401328712557385	185.13963012010922	369.27926024021843	1	4	1	0	0.027002424693836426	0.16477248313753232	1246.8797977732172	0	0.007031646885962666	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	38610.60739507337
TBR	0.02	TBR (0.020000)	2027025	8.7828108817262432e-17	1	9.9999999999999995e-07	1.4310034021526771e-55	0.036724270562563978	0.0020840891886081455	0.0098989770904835007	0.97418639543962982	0.60561008502761093	589027950	0	1	1	1	27153773	0	1	1	1	39850475	0	1	1	1	58995366	0	1	1	1	86953931	0	1	1	1	125928966	0	1	1	1	177592719	0	0	0	nan	nan	0.99625652273321075	0.0037434772667892524	267.13131367769495	533.2626273553899	1	4	0	0	0.02901302966730842	0.16731883154215393	1003.9724340499545	0	0.0063528491695876398	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	55710.024232465155
NNI	0.050000000000000003	NNI (0.050000)	2027025	5.6064798644714671e-17	1	9.9999999999999995e-07	4.5409973305678976e-28	0.62827842888415919	0.051158871261501648	0.018765249942553252	1.0000000000000004	0.71622419766217349	28378350	0	1	1	1	201201	0	1	1	1	276347	0	1	1	1	384335	0	1	1	1	627008	0	1	1	1	1235628	0	1	1	1	2590694	0	0	0	nan	nan	0.99768126309682659	0.0023187369031734129	431.26928226803329	861.53856453606659	1	4	1	0	0.1301844253268849	0.46377001849150856	2326.2376909520735	0	0.024125623459280113	nan	2.3709454768285108	3.728193506050404e+84	1795394	0.4217726682342976	15	0.95476205276339421	nan	nan	9.9999999999999995e-07	89940.596630424887
NNI2	0.050000000000000003	NNI2 (0.050000)	2027025	1.2492668696870846e-16	1	9.9999999999999995e-07	1.3915007981322191e-41	0.22731156347960796	0.0060134475079146894	0.015018948197393904	1.0000000000000007	0.75769438603891692	255405150	0	1	1	1	4679231	0	1	1	1	7049223	0	1	1	1	11380525	0	1	1	1	19498475	0	1	1	1	33741992	0	1	1	1	56997244	0	0	0	nan	nan	0.99122001800622173	0.0087799819937782742	113.89544998026491	226.7908999605298	1	4	1	0	0.043352783725090868	0.24376634443613074	821.53857959010907	0	0.011941755477164697	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	23752.734604668734
TBR	0.050000000000000003	TBR (0.050000)	2027025	3.7321433408183312e-16	1	9.9999999999999995e-07	6.2706084458498823e-55	0.19306056156183854	0.0026047644017841176	0.017701128824131589	0.9956543067786825	0.75691174805391581	589027950	0	1	1	1	26088534	0	1	1	1	38581556	0	1	1	1	57661191	0	1	1	1	85870466	0	1	1	1	125608939	0	1	1	1	178698886	0	0	0	nan	nan	0.99348568943789539	0.0065143105621046082	153.50818639462062	306.01637278924125	1	4	1	0	0.049518324028432918	0.25872893325918739	563.12644157500745	0	0.011359740627891106	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	32013.916755101571
NNI	0.10000000000000001	NNI (0.100000)	2027025	8.6390533822414781e-18	1	9.9999999999999995e-07	7.2723532729754326e-28	0.96998644902214681	0.060137855676709151	0.026402649327425611	1.0000000000000004	0.84192997947521298	28378350	0	1	1	1	188087	0	1	1	1	262392	0	1	1	1	364184	0	1	1	1	581124	0	1	1	1	1168765	0	1	1	1	2528549	0	0	0	nan	nan	0.99690562439287111	0.0030943756071288853	323.16697355556312	645.33394711112624	1	4	1	0	0.18549002937795195	0.58970064822283674	1781.2804139780321	0	0.037159592540738112	nan	2.3709454768285108	3.728193506050404e+84	1795394	0.4217726682342976	15	0.95476205276339421	nan	nan	9.9999999999999995e-07	67396.01301632337
NNI2	0.10000000000000001	NNI2 (0.100000)	2027025	5.7842513343766325e-17	1	9.9999999999999995e-07	4.466983664063574e-41	0.72206149794421426	0.0071531072815293273	0.019903268271545822	1.0000000000000013	0.90129151752085934	255405150	0	1	1	1	4484098	0	1	1	1	6772059	0	1	1	1	11057070	0	1	1	1	19368023	0	1	1	1	34378943	0	1	1	1	59378352	0	0	0	nan	nan	0.9840171444747674	0.015982855525232598	62.567042442526677	124.13408488505335	1	4	1	0	0.077820704751881312	0.3899387949695397	507.46374810646944	0	0.023305124912640252	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	13048.268048037266
TBR	0.10000000000000001	TBR (0.100000)	2027025	1.2631247834295107e-16	1	9.9999999999999995e-07	1.4821088207769238e-54	0.7738607333389288	0.0032053072429743595	0.031454090008464414	0.99997592526102652	0.93142193845946175	589027950	0	1	1	1	25902452	0	1	1	1	38879077	0	1	1	1	59081652	0	1	1	1	89435115	0	1	1	1	132668801	0	1	1	1	190678223	0	0	0	nan	nan	0.98872335030610414	0.011276649693895857	88.678821027960836	176.35764205592167	1	4	1	0	0.084237211359708936	0.39412637878454643	316.74325016867573	0	0.021033426317739228	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	18493.842467401104
NNI	0.20000000000000001	NNI (0.200000)	2027025	9.3115440866612794e-18	1	9.9999999999999995e-07	7.5524448260562749e-28	0.99990007104657652	0.067637913553620505	0.043909003431615704	1.0000000000000007	0.9469307897520749	28378350	0	1	1	1	182826	0	1	1	1	255576	0	1	1	1	353225	0	1	1	1	565553	0	1	1	1	1185279	0	1	1	1	2771967	0	0	0	nan	nan	0.99640716143617947	0.0035928385638205329	278.33145916153427	555.66291832306854	1	4	1	0	0.30008752178520504	0.78449163915544595	1506.2277146480396	0	0.06555950346717894	nan	2.3709454768285108	3.728193506050404e+84	1795394	0.4217726682342976	15	0.95476205276339421	nan	nan	9.9999999999999995e-07	58045.631870324956
NNI2	0.20000000000000001	NNI2 (0.200000)	2027025	1.6798498001923885e-16	1	1e-08	6.6355369021713403e-41	0.97971283118090036	0.0077845380009709218	0.027703431377849346	1.0000000000000016	0.98085178818815133	255405150	0	1	1	1	4670364	0	1	1	1	7250341	0	1	1	1	12454608	0	1	1	1	23082647	0	1	1	1	42755650	0	0	0.99999161332494668	1	76324378	0	0	0	nan	nan	0.97590086109982432	0.024099138900175676	41.495258570948785	81.99051714189757	1	4	1	0	0.15971410977608108	0.67038851265936572	389.21424689228513	0	0.054204053792604449	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	8653.7773425687155
TBR	0.20000000000000001	TBR (0.200000)	2027025	3.9159165822344867e-16	1	1e-08	2.8814394811780222e-54	0.99508388020563543	0.0034328480531777552	0.057514197145773917	0.99999999985246379	0.99754243384017793	589027950	0	1	1	1	31051832	0	1	1	1	49082134	0	1	1	1	77915538	0	1	1	1	121458440	0	1	1	1	183332957	0	0	0.99933646600313264	1	274267063	0	0	0	nan	nan	0.9802323061134024	0.019767693886597604	50.58759032473661	100.17518064947322	1	4	1	0	0.1439523751905111	0.59303364186418961	178.55251209666125	0	0.042463471325258843	nan	2.3709454768285281	3.7281935060504308e+84	231630	0.42177266823429455	15	0.9547620527633871	nan	nan	9.9999999999999995e-07	10549.970237637597
