alignment	analysis	power	num_reps	num_found	fraction_found	fraction_se	mean_first_hit	mean_first_hit_se	censored_mean_first_hit	censored_mean_first_hit_se
vert.nd4l.tw5	NNI	0.0	50	50	1.0	0.0	2876.26	1093.2534791350156	2876.26	1093.2534791350156
vert.nd4l.tw5	NNI2	0.0	50	50	1.0	0.0	1512.08	857.5670530527818	1512.08	857.5670530527818
vert.nd4l.tw5	TBR	0.0	50	50	1.0	0.0	367.86	32.58966920322313	367.86	32.58966920322313
vert.nd4l.tw5	mc3_NNI	0.0	50	50	1.0	0.0	153.66	17.319202743586942	153.66	17.319202743586942
vert.nd4l.tw5	rTBR	0.0	50	50	1.0	0.0	348.68	32.900573036384166	348.68	32.900573036384166
vert.nd4l.tw5	NNI	0.02	50	50	1.0	0.0	4616.34	1566.32810767927	4616.34	1566.32810767927
vert.nd4l.tw5	NNI2	0.02	50	50	1.0	0.0	1980.0	830.1879285647883	1980.0	830.1879285647883
vert.nd4l.tw5	TBR	0.02	50	50	1.0	0.0	220.86	21.23787548466279	220.86	21.23787548466279
vert.nd4l.tw5	mc3_NNI	0.02	50	50	1.0	0.0	112.06	14.086856227254787	112.06	14.086856227254787
vert.nd4l.tw5	rTBR	0.02	50	50	1.0	0.0	231.08	21.764731628419927	231.08	21.764731628419927
vert.nd4l.tw5	NNI	0.05	50	50	1.0	0.0	2299.4	825.139166988187	2299.4	825.139166988187
vert.nd4l.tw5	NNI2	0.05	50	50	1.0	0.0	563.64	148.4885201637088	563.64	148.4885201637088
vert.nd4l.tw5	TBR	0.05	50	50	1.0	0.0	135.62	14.355199299862594	135.62	14.355199299862594
vert.nd4l.tw5	mc3_NNI	0.05	50	50	1.0	0.0	83.36	6.273413938915525	83.36	6.273413938915525
vert.nd4l.tw5	rTBR	0.05	50	50	1.0	0.0	143.26	10.365358711809726	143.26	10.365358711809726
vert.nd4l.tw5	NNI	0.1	50	50	1.0	0.0	1204.84	575.2096890841865	1204.84	575.2096890841865
vert.nd4l.tw5	NNI2	0.1	50	50	1.0	0.0	566.0	217.19839139480246	566.0	217.19839139480246
vert.nd4l.tw5	TBR	0.1	50	50	1.0	0.0	72.48	7.756931857167155	72.48	7.756931857167155
vert.nd4l.tw5	mc3_NNI	0.1	50	50	1.0	0.0	70.94	6.504090392724773	70.94	6.504090392724773
vert.nd4l.tw5	rTBR	0.1	50	50	1.0	0.0	92.56	8.185161287728084	92.56	8.185161287728084
vert.nd4l.tw5	NNI	0.2	50	50	1.0	0.0	960.78	419.6218738000065	960.78	419.6218738000065
vert.nd4l.tw5	NNI2	0.2	50	50	1.0	0.0	186.38	59.87006263567794	186.38	59.87006263567794
vert.nd4l.tw5	TBR	0.2	50	50	1.0	0.0	42.66	4.496039980939235	42.66	4.496039980939235
vert.nd4l.tw5	mc3_NNI	0.2	50	50	1.0	0.0	48.14	9.274895235669947	48.14	9.274895235669947
vert.nd4l.tw5	rTBR	0.2	50	50	1.0	0.0	59.4	7.40926061474037	59.4	7.40926061474037
vert.nd4l.tw5	NNI	0.3	50	50	1.0	0.0	193.58	70.69789183705609	193.58	70.69789183705609
vert.nd4l.tw5	NNI2	0.3	50	50	1.0	0.0	210.22	84.18038110667656	210.22	84.18038110667656
vert.nd4l.tw5	TBR	0.3	50	50	1.0	0.0	24.28	2.834919284025345	24.28	2.834919284025345
vert.nd4l.tw5	mc3_NNI	0.3	50	50	1.0	0.0	41.16	3.9157828211024186	41.16	3.9157828211024186
vert.nd4l.tw5	rTBR	0.3	50	50	1.0	0.0	44.44	4.433468260439735	44.44	4.433468260439735
vert.nd4l.tw5	NNI	0.4	50	50	1.0	0.0	689.98	242.1956410905558	689.98	242.1956410905558
vert.nd4l.tw5	NNI2	0.4	50	50	1.0	0.0	116.72	40.92347303074312	116.72	40.92347303074312
vert.nd4l.tw5	TBR	0.4	50	50	1.0	0.0	24.68	2.9937949434230307	24.68	2.9937949434230307
vert.nd4l.tw5	mc3_NNI	0.4	50	50	1.0	0.0	49.22	4.989645605181406	49.22	4.989645605181406
vert.nd4l.tw5	rTBR	0.4	50	50	1.0	0.0	50.0	4.550308354655646	50.0	4.550308354655646
vert.nd4l.tw5	NNI	0.5	50	50	1.0	0.0	1496.92	650.1469735500787	1496.92	650.1469735500787
vert.nd4l.tw5	NNI2	0.5	50	50	1.0	0.0	191.22	77.84177719933571	191.22	77.84177719933571
vert.nd4l.tw5	TBR	0.5	50	50	1.0	0.0	19.16	1.853922482583501	19.16	1.853922482583501
vert.nd4l.tw5	mc3_NNI	0.5	50	50	1.0	0.0	133.7	33.56703010699757	133.7	33.56703010699757
vert.nd4l.tw5	rTBR	0.5	50	50	1.0	0.0	36.9	2.855177895740742	36.9	2.855177895740742
