alignment	analysis	power	num_reps	num_found	fraction_found	fraction_se	mean_first_hit	mean_first_hit_se	censored_mean_first_hit	censored_mean_first_hit_se
vert.coii.tw0	NNI	0.0	50	50	1.0	0.0	93.66	6.60665156474588	93.66	6.60665156474588
vert.coii.tw0	NNI2	0.0	50	50	1.0	0.0	185.98	15.28631480796347	185.98	15.28631480796347
vert.coii.tw0	TBR	0.0	50	50	1.0	0.0	223.72	17.260738509042742	223.72	17.260738509042742
vert.coii.tw0	mc3_NNI	0.0	50	50	1.0	0.0	61.76	2.4197419326052443	61.76	2.4197419326052443
vert.coii.tw0	rTBR	0.0	50	50	1.0	0.0	208.12	16.038592232996216	208.12	16.038592232996216
vert.coii.tw0	NNI	0.02	50	50	1.0	0.0	48.16	2.6399381563566515	48.16	2.6399381563566515
vert.coii.tw0	NNI2	0.02	50	50	1.0	0.0	78.54	8.079917659713809	78.54	8.079917659713809
vert.coii.tw0	TBR	0.02	50	50	1.0	0.0	73.8	6.994283380018284	73.8	6.994283380018284
vert.coii.tw0	mc3_NNI	0.02	50	50	1.0	0.0	36.42	1.5121521357431775	36.42	1.5121521357431775
vert.coii.tw0	rTBR	0.02	50	50	1.0	0.0	66.5	6.5042058606374855	66.5	6.5042058606374855
vert.coii.tw0	NNI	0.05	50	50	1.0	0.0	29.98	2.48448081054356	29.98	2.48448081054356
vert.coii.tw0	NNI2	0.05	50	50	1.0	0.0	33.06	2.641027938403638	33.06	2.641027938403638
vert.coii.tw0	TBR	0.05	50	50	1.0	0.0	31.8	3.1998724464374186	31.8	3.1998724464374186
vert.coii.tw0	mc3_NNI	0.05	50	50	1.0	0.0	22.68	1.1895600284241605	22.68	1.1895600284241605
vert.coii.tw0	rTBR	0.05	50	50	1.0	0.0	36.86	3.0945653481349447	36.86	3.0945653481349447
vert.coii.tw0	NNI	0.1	50	50	1.0	0.0	20.98	1.5490589638452719	20.98	1.5490589638452719
vert.coii.tw0	NNI2	0.1	50	50	1.0	0.0	17.36	1.6842027121193588	17.36	1.6842027121193588
vert.coii.tw0	TBR	0.1	50	50	1.0	0.0	16.14	1.4374041228008558	16.14	1.4374041228008558
vert.coii.tw0	mc3_NNI	0.1	50	50	1.0	0.0	15.74	0.6173081789147962	15.74	0.6173081789147962
vert.coii.tw0	rTBR	0.1	50	50	1.0	0.0	29.04	2.2035148175177786	29.04	2.2035148175177786
vert.coii.tw0	NNI	0.2	50	50	1.0	0.0	1233.16	955.9917424969992	1233.16	955.9917424969992
vert.coii.tw0	NNI2	0.2	50	50	1.0	0.0	9.78	1.0416979859237279	9.78	1.0416979859237279
vert.coii.tw0	TBR	0.2	50	50	1.0	0.0	8.2	0.6187545093630775	8.2	0.6187545093630775
vert.coii.tw0	mc3_NNI	0.2	50	50	1.0	0.0	25.7	9.26486670719233	25.7	9.26486670719233
vert.coii.tw0	rTBR	0.2	50	50	1.0	0.0	21.98	1.6463912298213486	21.98	1.6463912298213486
vert.coii.tw0	NNI	0.3	50	46	0.92	0.038366652186501746	53483.45652173913	11379.38802773272	129204.78	38145.44455456697
vert.coii.tw0	NNI2	0.3	50	47	0.94	0.03358571124749334	24849.212765957447	20865.928597940114	83358.26	38454.31100685708
vert.coii.tw0	TBR	0.3	50	50	1.0	0.0	7.06	0.507422458135633	7.06	0.507422458135633
vert.coii.tw0	mc3_NNI	0.3	50	50	1.0	0.0	17335.1	10923.056805927094	17335.1	10923.056805927094
vert.coii.tw0	rTBR	0.3	50	50	1.0	0.0	20.28	1.3434770605577522	20.28	1.3434770605577522
vert.coii.tw0	NNI	0.4	50	19	0.38	0.06864400920692205	119873.42105263157	49985.98357360352	665551.9	63822.38501209463
vert.coii.tw0	NNI2	0.4	50	25	0.5	0.07071067811865475	2604.12	1211.6655387248304	501302.06	71245.08618369387
vert.coii.tw0	TBR	0.4	50	50	1.0	0.0	7.4	0.6027149459922567	7.4	0.6027149459922567
vert.coii.tw0	mc3_NNI	0.4	50	41	0.82	0.054332310828824504	62716.73170731707	20998.106413843678	231427.72	54234.70920527976
vert.coii.tw0	rTBR	0.4	50	50	1.0	0.0	22.58	2.0209292669563714	22.58	2.0209292669563714
vert.coii.tw0	NNI	0.5	50	3	0.06	0.03358571124749333	6724.333333333333	6703.336341786164	940403.46	33700.19002723884
vert.coii.tw0	NNI2	0.5	50	23	0.46	0.07048404074682439	684.4782608695652	563.6779694465521	540314.86	71151.35965176996
vert.coii.tw0	TBR	0.5	50	50	1.0	0.0	11.26	2.451623368883798	11.26	2.451623368883798
vert.coii.tw0	mc3_NNI	0.5	50	15	0.3	0.0648074069840786	85450.2	47014.326298146305	725635.06	61433.17882843154
vert.coii.tw0	rTBR	0.5	50	50	1.0	0.0	23.18	1.253139730306828	23.18	1.253139730306828
